title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
UI/UX Designer (Fintech / Crypto / Web + Mobile),от 3 000 $ за месяц,Алматы,"WTS Co.,Ltd",,"Привет! Мы ищем UI/UX-дизайнера в команду WTP Technology. Не просто «нарисуй экраны», а человека, который думает, строит и предлагает и получает удовольствие от того, что его работа реально влияет на продукт. Кто мы такие? Мы — международный финтех-сервис, предлагающий современные платёжные решения с поддержкой криптовалюты и мультивалютных пополнений. Наш продукт создан на каждый день — от обычных онлайн-покупок до повседневных трат офлайн в путешествиях и по всему миру. Мы помогаем пользователям из 170+ стран легко и быстро платить. Это инструмент, с которым человек платит легко и без боли: за кофе в Барселоне, подписку в Штатах, отель в Таиланде или просто в магазине у дома. Кого мы ищем Нам нужен дизайнер, который думает как продакт: понимает пользователя, работает с метриками и осознаёт, что красивый интерфейс — это тот, который приносит ценность пользователю и влияет на бизнес-результаты. Задачи Проектировать UX-флоу: onboarding, KYC, выпуск карт, пополнение счёта — продумывать каждый шаг пользователя Создавать интерфейсы для Web, Telegram Mini App, iOS и Android Анализировать пользовательское поведение, находить точки drop-off и устранять их Участвовать в growth-инициативах и A/B-тестах, напрямую влиять на конверсию и LTV Работать в связке с продактом, разработкой и аналитикой — без бюрократии и долгих согласований Мониторить тренды в финтехе и мобильных интерфейсах, предлагать инициативы Требования 5+ лет опыта в UI/UX дизайне Figma — уверенно, без оговорок Сильное продуктовое мышление, умение работать с задачами, а не только с экранами Понимание пользовательского поведения и UX-паттернов Опыт работы с аналитикой: метрики, воронки, поведенческие данные Хорошая насмотренность — понимание, что делает дизайн качественным Английский от Intermediate (читать документацию, общаться с командой) Будет плюсом Опыт в финтехе или крипто-проектах Работа с Telegram Mini Apps Знание iOS Human Interface Guidelines и Android Material Design Базовое понимание фронтенда — что реально реализуемо в разработке Отслеживание трендов финтех-индустрии Тестовое задание Мы не верим в многочасовые испытания и бесконечные этапы. Тестовое — компактное и по делу. Вы получите реальную продуктовую задачу из нашей области, по которой нужно будет предложить UX-решение и обосновать его. Мы оцениваем мышление, структуру подачи и умение думать про пользователя — а не количество экранов. Задание оплачивается и занимает не более 3–4 часов. Условия Зарплата: от $3 000 + бонусы в месяц в зависимости от уровня и скиллов кандидата + бонусы за результат Формат: удалённо или офис в Алматы — на ваш выбор. Команда: дружная, без лишней бюрократии, с прямым влиянием на продукт Проекты: реальные финтех-продукты с живыми пользователями из 170+ стран Рост: возможность влиять на продуктовые решения и видеть результат своей работы Если что-то откликнулось — отправляй резюме и пару слов о себе. Можно без официоза. WTP Technology",,,более 6 лет,,https://almaty.hh.kz/vacancy/132530805
Менеджер по продажам (услуги по дизайну и ремонту),от 1 000 000 ₸ за месяц,Астана,ТОО Osnova Group,,Владение казахским и русским языками Опыт в продажах приветствуется (прямых) Целеустремлен и активен Опыт в строительной сфере приветствуется,"Обработка теплых лидов (звонки,w/app) Заполнение отчетности Назначение встреч в офисе и на объекте Выполнение плана продаж Ежедневное обучение продажам и ремонту Доведение заказчика до сделки",,1–3 года,,https://almaty.hh.kz/vacancy/132131164
SMM-менеджер,,,ООО ГР Дизайн,,"Опыт ведения Instagram-аккаунта бренда (контент + коммуникация). Уверенные знания Meta Business Suite, Catalog Manager, Pixel, Shopify. Понимание e-commerce и логики Instagram Shop. Внимательность, оперативность, системность и аккуратность в отчётности.","Instagram-менеджмент: • Публикация контента (посты, сторис, рилсы) по утверждённому контент-плану. • Поддержание визуальной консистентности и эстетики бренда. • Обработка входящих сообщений, комментариев и обратной связи в аккаунте. • Мониторинг активности и поддержание коммуникации с аудиторией. Техническая настройка и поддержка: • Подключение и обслуживание Instagram Shop — каталог, теги, Checkout. • Интеграция с Shopify: каталог, пиксель, события, домен, отслеживание. • Поддержка корректной работы Meta Business Manager, Pixel, Catalog Manager. • Проверка аналитики и корректности передачи данных между Shopify и Meta. Координация с рекламным агентством: • Еженедельная коммуникация и контроль эффективности рекламных кампаний. • Проверка корректности аудиторий, UTM-меток, пикселей и креативов. • Получение отчётов, анализ результатов и обратная связь по оптимизации. Отчётность и системность: • Подготовка еженедельных отчётов по контенту, вовлечённости и техническим показателям. • Контроль стабильной работы всех интеграций и инструментов.",,1–3 года,,https://almaty.hh.kz/vacancy/132801435
Дизайнер в мебельную компанию,от 500 000 до 1 500 000 ₸ за месяц,Астана,ТОО STONE&MEBEL,,"- Опыт работы на данной позиции будет преимуществом, также приветствуется опыт работы дизайнером интерьера, обучим основам в дизайне мебели. - Владение программами для 3D моделирования: Pro100 ; Базис - мебельщик; SketchUp - Знание мебельных материалов и фурнитуры; - Понимание технологических процессов производства мебели; - Креативное мышление, внимательность к деталям; - Умение работать с индивидуальными заказами.","- Консультация клиентов с приглашением в шоу-рум; - Разработка дизайн-проектов и расчет стоимости; - Создание 3D-визуализаций, эскизов; - Подготовка коммерческого предложения с учетом потребностей клиента и дальнейшее заключение договора; - Выезд на объект для замеров и отработка с технологом; - Авторский надзор, работа с клиентом, обсуждение дизайна, презентация проектов, внесение корректировок; - Взаимодействие с производством, контроль соответствия проекта и реализации.",,1–3 года,,https://almaty.hh.kz/vacancy/132225435
Дизайнер,от 200 000 до 300 000 ₸ за месяц,Астана,ТОО Stay Study,,Умение работать в Figma / PowerPoint Внимательность и скорость Умение работать по шаблону без лишнего креатива,,,1–3 года,,https://almaty.hh.kz/vacancy/132789095
Художник-дизайнер,от 200 000 ₸ за месяц,Астана,Гос. корп. ГККП ГОСУДАРСТВЕННЫЙ АКАДЕМИЧЕСКИЙ РУССКИЙ ТЕАТР ДРАМЫ ИМЕНИ М. ГОРЬКОГО АКИМАТА ГОРОДА АСТАНА,,"знание Adobe Photoshop, Adobe Illustrator, CorelDraw, 3D графические программы и графические программы для сайтов","создание афиш, программок, буклетов и иной рекламной продукции как на бумажном носителе и в соцсетях",,1–3 года,,https://almaty.hh.kz/vacancy/132667829
"Веб-дизайнер, г. Алматы",,Алматы,ТОО KAZUNION BY RUSTAR,,"Отличное владение Figma. Знание UI/UX-принципов: умение строить удобные и логичные интерфейсы. Навыки работы с типографикой, цветом и композицией: подбор шрифтов, цветовых схем и грамотная визуальная организация. Базовые знания HTML/CSS: понимание структуры кода и принципов адаптивной верстки. Опыт работы с конструкторами сайтов: WordPress (в том числе с плагинами WPBakery и Elementor), Tilda (Zero Block, настройка адаптивов). Навык работы с анимацией: создание и настройка интерактивов на Tilda и WordPress. Знание графических редакторов (Adobe Creative Suite): подготовка изображений, вырезка объектов, оптимизация для веба.","Разработка и создание рекламных материалов (печатная продукция, наружная реклама, модульная реклама в СМИ); Оформление Ивент активности; Визуализация придуманных идей и концепций для рекламных проектов; Разработка креатива для видео и интернет контента; Подготовка сторибордов по видео роликам. Поиск подрядчиков, координация работ по производству видео-роликов; Разрабатывать новые креативы для рекламных кампаний; Разрабатывать макеты рекламных Landing-ов и сайтов; Генерировать хорошие идеи :) Адаптировать идеи под меняющиеся требования внутренних заказчиков; Взаимодействовать с командой менеджеров; Выполнение других дизайнерских задач по поручению руководителя. Почему мы интересны как работодатель? Крутая дружная команда; Энергичный и харизматичный руководитель; Участие во всех официальных ивентах для партнеров; Уютный офис с кухней и всем необходимым оборудованием.",,1–3 года,,https://almaty.hh.kz/vacancy/132423014
Руководитель архитектуры и дизайна (Head of Architecture & Design),,Алматы,ТОО Mega Center Management,,"1. Общие положения Руководитель архитектуры и дизайна представляет Заказчика и отвечает за формирование и реализацию единого архитектурного и дизайнерского видения проектов Компании. Ключевая задача — создание современной, функциональной и визуально целостной среды (архитектура, интерьер, ландшафт). Роль включает стратегическое управление, участие в разработке решений, работу с партнёрами и утверждение архитектурных решений на всех стадиях. Обеспечивает соответствие концепции, договорам, нормам РК и целям Компании. 2. Основные обязанности 2.1. Архитектурная стратегия и концепция Формирование стилистики и идентичности проектов Развитие единого языка архитектуры, интерьеров и благоустройства Адаптация решений под ТРЦ, офисы и Mixed Use Разработка концепций фасадов, интерьеров, общественных зон и благоустройства Формирование пользовательского опыта (логика, сценарии, восприятие) 2.2. Дизайн и материалы Разработка и контроль дизайн-кода Подбор и утверждение материалов, цветовых решений Проработка деталей и узлов Личное участие: эскизы, концепции, презентации 2.3. Управление проектированием (АР) Формирование ТЗ и требований к документации Контроль и приёмка проектных решений Координация со смежными разделами Обеспечение целостности проекта 2.4. Работа с партнёрами Взаимодействие с международными и локальными бюро Контроль качества и результатов Работа с подрядчиком, согласование решений Переговоры и коммуникация на английском языке 2.5. Реконструкция объектов Формирование стратегии реновации Обновление фасадов, интерьеров и общественных зон Работа с арендаторами и концепциями 2.6. Реализация и контроль Контроль соответствия реализации концепции Авторский надзор на площадке Оперативное принятие решений (баланс дизайн / бюджет / сроки) 2.7. Лидерство Развитие архитектурных стандартов Формирование команды и экспертизы Защита и обоснование решений 3. Результат работы Целостная архитектурная среда объектов Высокое качество реализации Эффективное взаимодействие с партнёрами 4. Требования к кандидату 4.1. Опыт и образование Высшее архитектурное образование Опыт от 7 лет Портфолио (ТРЦ, офисы, Mixed Use) Опыт работы с международными компаниями 4.2. Дизайн и визионерство Сильное визуальное мышление и вкус Умение разрабатывать концепции (эскизы, мудборды, презентации) Опыт работы со средой (архитектура + интерьер + ландшафт) Владение SketchUp, Rhino, Adobe, PowerPoint/Keynote 4.3. Проектирование Понимание раздела АР Работа с проектной документацией и ТЗ Владение AutoCAD, Revit, понимание BIM 4.4. Управление Опыт работы с международными бюро Свободный английский Навыки презентации и защиты решений Готовность к выездам 4.5. Устойчивое строительство Понимание принципов устойчивого проектирования Знание LEED, BREEAM Опыт или готовность к сертификации 4.6. Личные качества Системное мышление и лидерство Ответственность за результат Устойчивость к стрессу и многозадачности Условия: Интересные и масштабные проекты. Медицинская страховка - мы заботимся о здоровье наших сотрудников; Оплата 50% годового абонемента фитнес-клуба - мы поддерживаем стремление к активному образу жизни и work-life balance; Парковочное место на территории ТРЦ - не переживай за автомобиль (при наличии); Скидки на обслуживание автомобиля. Оплата сотовой связи. Постоянный рост и развитие в лучшей команде!",,,более 6 лет,,https://almaty.hh.kz/vacancy/132559977
Менеджер по работе с дизайнерами (партнёрские продажи),от 500 000 ₸ за месяц,Алматы,ТОО VILLA NOVA,,"Менеджер по работе с дизайнерами (партнёрские продажи) Villa Nova | Luxury Textile Solutions (Алматы) Если вы умеете находить людей, договариваться и зарабатывать — читайте дальше. Мы — технический партнёр дизайнеров интерьера. Делаем премиальные проекты «под ключ»: шторы, электрокарнизы, жалюзи. Средний чек проекта — от 5 000 000 ₸. Эта работа не для всех. Здесь нет оклада «за присутствие». Здесь платят за результат. Что нужно делать: — находить дизайнеров и заходить с ними в работу — выстраивать отношения и становиться их постоянным партнёром — приводить проекты и зарабатывать на них Что вы получаете: — высокий доход с каждой сделки — крупные чеки и понятная математика заработка — свободу: сами управляете своим временем и доходом — сильный продукт, который реально продаётся Формат: — вы сами влияете на свой результат — нет потолка по доходу — модель работы — ближе к партнёрской, чем к «работе по найму» Кого мы ищем: — вы уже продавали и умеете зарабатывать — не ждёте клиентов — находите их сами — умеете выстраивать связи и договариваться — хотите доход выше рынка, а не «стабильность» Не подойдёт, если: — вам нужен оклад и «понятные задачи» — вы ждёте входящие заявки — не готовы брать ответственность за результат 👉 Отклик: напишите коротко о себе и своём опыте (без шаблонов)",,,3–6 лет,,https://almaty.hh.kz/vacancy/131853333
Дизайнер - печатник,от 400 000 ₸ за месяц,Алматы,ТОО KazDi Group,,"Знание этапов создания печатной продукции: от концепта до реализации. Умение работать с макетами для печатной продукции, учитывать такие моменты, как запас на обрезку, перепечатка и т. д. Умение общаться с типографами, понимать технические особенности печатных машин и материалов. Креативность и внимание к деталям. Способность предложить уникальные дизайнерские решения для разных видов продукции. Коммуникабельность и работа в команде. Способность работать в команде, учитывать пожелания клиента, при этом предлагая свои решения по улучшению качества продукции. Знание в области типографики и брендинга. Опыт работы с фирменным стилем и адаптация дизайна под бренд.","Знание основ графического дизайна: Умение работать с различными типами графических программ (например, Adobe Illustrator, Photoshop, InDesing). Знание принципов композиции, типографии, колористики. Навыки работы с векторной и растровой графикой. Знание печатных технологий: Понимание процессов печати (офсетная, цифровая, трафаретная и другие виды печати). Знание особенностей подготовки файлов для печати: как правильно устанавливать цветовые профили, резать и обрезать изображения, работать с развёртками и обводками. Знание плотности бумаги, вида и типа покрытия, а также других характеристик материалов. Технические навыки: Знание форматов файлов, оптимизированных для печати (например TlFF, PDF, EPS). Умение работать с различными видами шрифтов и их адаптацией под печатные процессы. Знание принципов цветопередачи и правильного выбора цветовых моделей (CMYK, Pantone).",,1–3 года,,https://almaty.hh.kz/vacancy/132367500
Радиомонтажник,от 150 000 до 300 000 ₸ за месяц,Астана,ТОО NTS design,,"Среднетехническое или высшее образование; Умение работать с измерительными приборами; Умение читать принципиальные схемы; Умение работать с паяльником/ЧПУ станками; Знание схемотехники; Умение работать в команде; Опыт работы не обязателен, но будет плюсом; Опыт работы с автоматическими установщиками. Основные задачи: Работа с мелкими деталями требует от радиомонтажников аккуратности, умения сосредоточиться, хорошего глазомера, координации движений, умения дозировать свои усилия, развитого пространственного мышления. Монтажные операции; Чтение схемотехники; Устанавливать навесные радиодетали на платы; Монтаж электронных компонентов любой сложности вплоть до BGA; Фрезеровка на станках с ЧПУ; Осуществлять сборку узлов на шасси и межузловой электрический монтаж, используя при этом пайку. Условия работы: - Заработная плата 150 000 - 300 000 тенге (исходя из твоих компетенций в рамках работы); - Приятная неформальная рабочая среда, где мы передаем друг другу опыт и знания. Вы будете работать с людьми, которые увлечены своим делом. - Работа над очень интересными проектами, в рамках которых вы сможете продвинуться по карьерной лестнице. - Конкурентоспособную заработную плату и повышения по результатам проектов. - Возможность профессионального развития, обучения и сертификации за счет компании.","Работа с мелкими деталями требует от радиомонтажников аккуратности, умения сосредоточиться, хорошего глазомера, координации движений, умения дозировать свои усилия, развитого пространственного мышления. Монтажные операции; Чтение схемотехники; Устанавливать навесные радиодетали на платы; Монтаж электронных компонентов любой сложности вплоть до BGA; Фрезеровка на станках с ЧПУ; Осуществлять сборку узлов на шасси и межузловой электрический монтаж, используя при этом пайку. Условия работы: - Заработная плата 150 000 - 300 000 тенге (исходя из твоих компетенций в рамках работы); - Приятная неформальная рабочая среда, где мы передаем друг другу опыт и знания. Вы будете работать с людьми, которые увлечены своим делом. - Работа над очень интересными проектами, в рамках которых вы сможете продвинуться по карьерной лестнице. - Конкурентоспособную заработную плату и повышения по результатам проектов. - Возможность профессионального развития, обучения и сертификации за счет компании.",,не требуется,,https://almaty.hh.kz/vacancy/131915208
3D Визуализатор-Дизайнер,,Шымкент,ТОО OTAU GROUP,,"- понимание архитектурных основ и художественного вкуса; - умение читать архитектурные чертежи; - схемы и эскизы; - знание программ: 3ds Max/SketchUp/Archicad, Lumion/D5 Render/Twinmotion, Photoshop",- 3D моделирование. - Современные фасадные решения. - Красивые подачи рендеров.,,3–6 лет,,https://almaty.hh.kz/vacancy/132023117
Graphic / Communication / Digital Designer,,,Genesis Group AG,,"🌍 We’re Hiring: Graphic / Communication / Digital Designer 📍 Format: Fully Remote 💡 About the Company Yesim is an international IT company creating digital products for a global audience. Our product helps travelers and digital nomads gain fast, affordable, and instant internet access without the need for physical SIM cards. As we scale, we are evolving our brand and building a design-oriented marketing system, shaping a recognizable, consistent, and emotionally engaging visual language across all touchpoints. ✨ About the Role We are looking for a designer to help us shape and evolve our brand's visual language by creating vibrant, memorable materials for the digital environment and occasional offline projects. It is essential that you have a strong sense of style and the ability to experiment boldly while maintaining brand recognition. 📝 Responsibilities Creating high-impact creatives for Google Ads and Meta Ads. Developing social media content: posts, Stories, and covers for Reels/Shorts. Designing email newsletters and infographics. Preparing print materials (occasionally). Rapidly adapting layouts across various formats and languages. Leveraging AI tools to generate images and animate social media posts. 📩 Requirements Strong command of composition, color theory, typography, and grid systems. A refined sense of style and aesthetics: your designs should look modern and bold while staying true to the brand’s DNA. Proven experience in the digital space (social media, banners, newsletters). Proficiency in Figma and Adobe Creative Cloud (Photoshop, Illustrator, InDesign). ⭐️ Nice-to-Haves Experience in Motion Design for social media or ad campaigns (After Effects or other tools). Basic 3D skills (Blender, Cinema 4D, or similar). 🌍 Languages Russian: C2 (Native/Fluent) English: B1+ (Intermediate or higher) 🎁 What We Offer 💻 100% Remote work. 🌍 An international team with a strong design culture. 🚀 The opportunity to influence a global brand. 🎨 Real ownership of visual identity and creative direction. 📈 Growth opportunities, including evolving into a formal leadership role. 🤝 An open culture free from bureaucracy. 📩 Please include your portfolio with your application. cation.",,,1–3 года,,https://almaty.hh.kz/vacancy/132310659
Дизайнер-менеджер мебели,от 300 000 до 900 000 ₸ за месяц,Алматы,ИП Blanche,,"- Опыт работы от 2-х лет; - Технически грамотны. Имеете базовое понимание мебельных технологий и материалов, используемых в производстве корпусной мебели; - Владеете знаниями проектирования, дизайна и основ эргономики; - Опытный пользователь спецпрограмм. SketchUp, Excel; - Имеете портфолио с собственными проектами; - Умение ведения переговоров, презентаций, знание основ продаж; - Желаете развиваться и имеете гибкое и творческое мышление.","- Консультация клиентов, заполнение CRM; - Умение работать в программах: SketchUp, Pro100, Базис мебельщик; - Составление карты кроя Cutting 2,3; - Составление договоров; - Просчет сметы мебели; - Осуществлять замеры на объектах; - Сопровождение заказа до подписания акта приема-сдачи; - Разрабатывать эскизные проекты; - Подготавливать информацию для просчета мебели: материалы, фурнитура, используемая техника.",,3–6 лет,,https://almaty.hh.kz/vacancy/132129546
Менеджер-дизайнер мебели,от 750 $ за месяц,Шымкент,ООО Альфа Мебель,,"Ты хочешь не просто продавать, а создавать пространства мечты? Присоединяйся к лидеру рынка! «Альфа Мебель» – это не просто компания, это динамично растущая федеральная сеть (50+ городов РФ и зарубежье), которая уже 12 лет помогает клиентам создавать идеальные интерьеры. Наша философия – индивидуальный подход, где каждая сделка – это история о воплощенной мечте клиента о комфорте и стиле.  Мы ищем творческого и амбициозного Менеджера-дизайнера, готового профессионально расти вместе с нами!  Почему работать у нас – это выгодно и интересно: - Очень достойный доход: Оклад 100 000 тенге + 4% с продажи + ежемесячные личные бонусы до +280 000 тенге за план + ТОП-бонусы (+260 000 тенге, +100 000 тенге, +60 000 тенге). Итог: в 2025 году наши менеджеры в среднем зарабатывали 800 000 тенге/мес! - Оплачиваем ваше обучение! Освойте профессию с нуля или прокачайте навыки в нашей корпоративной Школе продаж и дизайна (21 день интенсивного обучения). Работайте с мотивацией, а не ""вхолостую"": Вы получаете поток входящих теплых заявок. Никакого холодного обзвона! Поддержка 24/7: С первого дня вас сопровождает персональный куратор, который всегда на связи, чтобы помочь и ответить на вопросы. Реальный карьерный рост: Мы растем – растите и вы вместе с нами! Четкие возможности для развития внутри компании. Удобные инструменты: Работайте в нашей собственной CRM-системе, созданной под наши процессы. Стабильный график: 5/2 с 10:00 до 19:00 с фиксированными выходными. Планируйте свою жизнь легко! ✨ Работа, которая вдохновляет: Вы будете создавать не просто мебель, а эмоции и комфорт для людей! Чем вы будете заниматься (Ваши интересные задачи): Вдохновлять и консультировать: Проводить незабываемые личные консультации в наших стильных студиях, превращая интерес клиента в уверенное решение о покупке. Создавать проекты мечты: Разрабатывать уникальные дизайн-проекты интерьеров в 3D-программе, визуализируя идеи клиента и заключая сделки. Продавать эффективно: Использовать нашу проверенную технологию продаж мебели на заказ. Проводить эффектные презентации: Увлекательно представлять ассортимент и самые актуальные тренды мебели. Быть надежным партнером: Курировать сделку от подписания договора до момента установки мебели, обеспечивая безупречный сервис. Наши ожидания (Требования): Опыт работы в продажах (желательно в мебели от 1 года). Готовы рассмотреть талантливых новичков с сильной мотивацией, благодаря нашему обучению! Нацеленность на результат и умение работать с KPI. Коммуникабельность, грамотная речь, умение слушать и слышать клиента. Клиентоориентированность и желание помогать людям. Обучаемость и готовность осваивать новые навыки (работа в CRM, 3D-визуализация - научим!). Творческий подход и эстетическое чувство (важно для работы с дизайном). Готовы начать карьеру в лидирующей компании, где ценят ваш вклад и готовы инвестировать в ваше развитие?  Откликайтесь прямо сейчас!  Ключевые ориентиры: #начинающий специалист #без опыта #стажер #обучение #карьера #мебель #кухни на заказ #дизайн интерьера #комфорт #стильный интерьер #мебельный магазин #домашний декор #удобство #качество #интерьерный дизайн #производство мебели на заказ #кухни на заказ #проектирование мебели #продажа мебели #дизайн кухни #проектирование кухни #менеджер по продажам #менеджер по работе с клиентами #дизайнер #дизайнер консультант",,,не требуется,,https://almaty.hh.kz/vacancy/131811954
Графический дизайнер,,Алматы,ТОО VENDER,,"Опыт создания упаковочной продукции, айдентики Опыт в UI/UX, 3D Продвинутая работа с ИИ, хороший вкус и насмотренность Знание основ дизайна веб-сайтов и мобильных приложений Продвинутые навыки в работе с графическими программами, такими как Adobe Creative Suite (Photoshop, Illustrator, InDesign и другие) Опыт работы в графическом дизайне от 5 лет",• 3D моделирование и рендеринг • Базовые навыки моушн дизайна • Выполнение поручений руководителя,,3–6 лет,,https://almaty.hh.kz/vacancy/132513285
Content Marketing Coordinator,от 700 до 1 100 $ за месяц,,ICPED,,"Company Re-Store Services provides plumbing, restoration, and home improvement services in San Diego County.  Position Part-time remote role focused on content creation, Google Business Profile and social media and website updates.  Estimated workload 25–35 hours per month  Responsibilities • Publish 1-2 Google Business Profile updates per week • Gather project information and photos and update the website portfolio • Update website content to improve service page messaging • Prepare blog and educational content updates • Create and publish 1-2 social media post per week across company channels • Edit/design posts or coordinate with a designer as needed • Draft 1-2 email campaigns or updates per month • Develop topics, captions, and basic scripts for short-form videos and service-related video content • Prepare or update brochures, banners, flyers, case studies, or other marketing material - once a month • Maintain a simple content calendar and coordinate content needs, topics, photos, and updates with the team  Requirements • Advanced English • Strong writing, editing, and proofreading skills • Experience in content marketing, social media, email marketing, communications, or a similar role • Experience creating content for websites, blogs, social media, emails, short-form videos, and marketing materials • Professional experience working with companies in the United States  Preferred • Experience in construction, plumbing, restoration, home services, or home improvement in the USA • Experience managing content for Google Business Profile • Experience preparing basic marketing materials and social media content • Experience writing short-form video topics, captions, or scripts • Ability to gather raw information from the team and turn it into clear, customer-friendly content  Work format • Remote • Part-time • Flexible schedule • Reasonable availability during Pacific Time business hours  To apply Please send: • Resume • Short introduction • Examples of website content, blog posts, social media posts, emails, video content, or marketing materials Compensation: $700–$1,100 per month, depending on experience, English level, and portfolio.",,,1–3 года,,https://almaty.hh.kz/vacancy/132022897
Intern,,Атырау,Halliburton Inc.,,"Job Duties Entry level for professional work. Performs assignments designed to develop professional or technical work knowledge and abilities requiring application of standard techniques, procedures, and criteria in carrying out a sequence of related tasks. Limited exercise of judgment is required on details of work and in making preliminary selections and adaptations of alternatives. May include continuing education.",,,не требуется,,https://almaty.hh.kz/vacancy/132789125
Графический дизайнер (Senior),от 500 000 до 1 000 000 ₸ за месяц,Алматы,ТОО Region LLC,,"– Опыт работы от 3х лет – Обязательно наличие актуального портфолио – Уверенное владение Photoshop, Figma, After Effects, CorelDraw, Illustrator – Базовые навыки анимации (After Effects или аналоги) – Понимание современных AI-инструментов в дизайне будет преимуществом – Базовые навыки 3D (Cinema 4d, Blender, Spline или аналоги) будет плюсом – Официальное трудоустройство по ТК РК – Формат работы: офис, 5/2 - полный рабочий день (возможно гибрид)  – без портфолио не рассматриваем","– Создание визуальных материалов для digital-рекламы (SMM, постеры, презентации, полиграфия, наружная реклама) – Иллюстрации внутри приложения – Разработка креативных концепций и оформление рекламных кампаний – Работа с фирменным стилем и его адаптация под различные носители – Разработка бренд-материалов и участие в развитии визуальной айдентики – Создание анимационных материалов (motion-графика, простые анимации для digital) – Использование AI-инструментов для создания и усиления визуального контента",,3–6 лет,,https://almaty.hh.kz/vacancy/132336476
