title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
QA Engineer,,Алматы,АО Home Credit Bank (ДБ АО «ForteBank»),,"Задачи, которые ты будешь выполнять: Проведение ручного тестирования мобильного приложения (iOS и Android) Тестирование внешних и внутренних интеграций Составление, поддержка и актуализация тест-кейсов в системе управления тестированием (TMS Allure TestOps) Заведение баг-репортов, управление дефектами, сопровождение до закрытия Составление отчетов по результатам тестирования, предоставление фидбэка команде Коммуникация с командой разработки, аналитиками, продакт-менеджерами Локализация проблем и выявление причин их возникновения Взаимодействие с логами, базами данных, системами аналитики, логирования Нам по пути, если у тебя есть: Опыт в тестировании - от 2-х лет Практический опыт работы с инструментами: Postman, снифферы (используем Proxyman), Firebase, Android Studio, Xcode, системы сбора логов (Sentry, Splunk, Graylog, Grafana) Уметь работать с базами данных Опыт работы с системами баг-трекинга и управления тест-кейсами (Jira, Allure TestOps) Понимание клиент-серверной архитектуры и мобильной специфики Умение читать логи, понимать структуру API-запросов Навыки оформления документации: тест-кейсы, чек-листы, отчёты Готовность к самостоятельному поиску информации и проактивный подход Знание Java и опыт написания автотестов с использованием Appium Понимание основ работы с Git, опыт работы с ветками и CI/CD процессами Мы предлагаем тебе: Конструктор льгот OLZHA: кэшбек на здоровье, спорт, путешествия и саморазвитие в рамках утвержденных лимитов Продукты компании для сотрудников на выгодных условиях Внутреннее и внешнее обучение, корпоративный доступ к образовательной платформе Udemy Merch Store: брендированная продукция с корпоративной символикой Отсутствие дресс-кода Ультрасовременный и уютный офис HCB HUB Массаж в офисе, йога-классы, корпоративные скидки в фитнес-клубы, клиники, магазины Яркая корпоративная жизнь: мероприятия, клубы по интересам",,,3–6 лет,,https://almaty.hh.kz/vacancy/130924843
Mobile Developer (Swift / iOS),,Алматы,ТОО Agile Soft,,"— Уверенные знания Swift и iOS SDK — Опыт коммерческой разработки от 3 лет — Понимание архитектур MVC, MVVM, Clean — Умение работать с push-уведомлениями, Keychain, JWT — Знание инструментов Xcode, Git, CI/CD — Английский — на уровне чтения документации Будет плюсом: — Опыт с SwiftUI — Работа в финтех-продуктах — Владение английским на уровне B2 и выше","— Разработка и поддержка iOS-приложения на Swift — Интеграция с API и внешними сервисами — Обеспечение безопасности, стабильности и масштабируемости — Взаимодействие с QA, UI/UX и backend-командой — Поддержка и оптимизация существующего кода",,3–6 лет,,https://almaty.hh.kz/vacancy/132049209
Middle React Native Developer,до 2 500 $ за месяц,,ООО Mad Devs,,"We are looking for an experienced Middle React Native Developer to join our team and contribute to a fast-growing commercial mobile product used by thousands of real users. You will work with an active production codebase, help deliver new features, improve the app’s stability and performance, and influence technical decisions. Responsibilities: Develop and maintain a mobile application using React Native (TypeScript) Work with the existing production codebase and improve its structure and quality Implement new features and contribute to UX improvements Diagnose and fix production issues, monitor app stability Collaborate with the frontend, backend, QA, and DevOps teams Integrate with third-party APIs and services Maintain basic technical documentation Participate in code reviews and contribute to engineering best practices Requirements: 3+ years of experience with React Native Strong knowledge of JavaScript and TypeScript Solid understanding of mobile application architectures Experience working with production environments and real users Ability to work with legacy or imperfect code and improve it step by step Strong analytical and problem-solving skills English and Russian at B2 level, for communication with stakeholders and team It will be a plus: Experience with high-load mobile applications Knowledge of CI/CD processes (Fastlane, Bitrise, GitHub Actions, etc.) Experience with performance optimization (profiling, reducing app size, improving rendering performance) Experience with native modules (iOS/Android) Additional benefits: Work on a real commercial product with an active user base Influence technical decisions and participate in product evolution A proactive and supportive team that values initiative and ownership Clear development processes (code review, planning, CI/CD) Opportunities for professional growth through complex real-world tasks",,,3–6 лет,,https://almaty.hh.kz/vacancy/131894833
Senior React-разработчик,,Алматы,ТОО Ракетная фирма,,,"Анализ и детализацию бизнес-требований; Проектирование и верстка адаптивных интерфейсов; Разработка новых и доработка существующих сервисов; Создание unit-тестов для обеспечения качества вашего кода; Активное участие в тестировании разработанных решений; Устранение дефектов и технических уязвимостей; Ведение технической документации. Какой опыт мы ожидаем от Вас: Опыт работы Frontend разработчиком от 3х лет; Опыт работы в финтех проектах; Умение работа с требованиями: документирование, процесс управления, декомпозиция, тестирование; Уверенные знания JavaScript, React, Typescript; CSS, адаптивная верстка web-сайтов, кроссбраузерная верстка, верстка под мобильные браузеры; Разработка под мобильные платформы (iOS, Android); Работа с HTTP, RESTful api; Работа с WebSocket (чаты, уведомления в реальном времени); Понимание FSD, Effector; Написание юнит-тестов; Работа с микрофронтенд-архитектурой; Умение работать с релизным циклом, понимание Gitflow; Работа в монорепозитории; Работа с локализацией; Опыт разработки приложений с нуля.",,3–6 лет,,https://almaty.hh.kz/vacancy/132671768
Middle Frontend Developer (React native),от 600 000 до 700 000 ₸ за месяц,Алматы,ТОО HJ Platform (Hero’s Journey),,"Опыт коммерческой разработки на React Native (CLI, не только Expo) и JavaScript; Уверенное знание React 18/19, hooks, функциональных компонентов, паттернов реактивности; Опыт с React Navigation, навигационными стеками и сценариями авторизации. Понимание REST/GraphQL, WebSocket-подписок, обработки ошибок, ретраев. Аккуратная работа с Git (feature-branch, PR, осмысленные коммиты). Будет плюсом: Опыт с нативными модулями (Kotlin / Swift); Опыт с OTA-обновлениями (Hot Updater, CodePush, Expo Updates); Работа с Skia, Lottie, кастомной графикой и сложными анимациями; Понимание TypeScript (проект постепенно типизируется); Опыт публикации в App Store и Google Play, общение с ревью; Опыт с push-уведомлениями (Firebase / APNs / Notifee) и аналитикой (Amplitude / Firebase); Понимание принципов модульной архитектуры (feature-sliced / по доменам)","Разрабатывать и поддерживать продуктовые экраны мобильного приложения на React Native CLI (iOS + Android); Интегрировать GraphQL-API через Apollo Client (queries, mutations, subscriptions, кеширование); Работать с состоянием через MobX / mobx-react-lite, проектировать модульные сторы по фичам; Делать сложные UI: анимации (Reanimated, Skia, Lottie), графики (Victory Native, gifted-charts), bottom-sheets, FlashList; Интегрировать нативные SDK и модули: HealthKit, Health Connect, Vision Camera, геолокация, пуши (Firebase Messaging, Notifee), аналитика (Amplitude); Работать с навигацией React Navigation (stack / native-stack / bottom-tabs / material-top-tabs), включая публичные и приватные роуты; Делать формы и валидацию на Formik + Yup, маски ввода, локализацию через i18next; Поддерживать релизный цикл: сборки через EAS / нативные сборки, OTA-обновления через Hot Updater, версионирование (bump-version), Crashlytics; Дебажить и оптимизировать производительность приложения (профилирование, работа с памятью, FPS). Технологии, с которыми работаем: Node.js (Express) GraphQL (Apollo Server, TypeGraphQL) PostgreSQL / MongoDB Redis Docker / GitHub Actions / AWS",,1–3 года,,https://almaty.hh.kz/vacancy/131778421
Программист Mobile Developer,от 300 000 до 500 000 ₸ за месяц,Алматы,ТОО XXL MEBEL,,"Опыт коммерческой мобильной разработки от 1–3 лет. Если вы на Flutter: глубокое знание Dart, уверенный опыт с BLoC или Riverpod, понимание работы Skia/Impeller. Если вы на React Native: отличное знание JS/TS, React Hooks, опыт с Redux / MobX / Zustand. Понимание работы платформ «под капотом» (Native bridges, работа с iOS/Android API). Умение работать с Git и настраивать процессы CI/CD. Будет преимуществом: опыт нативной разработки (Swift/Kotlin) и наличие опубликованных приложений в Store. Условия и график: Локация: г. Алматы, ул. Халиуллина, 66, корпус 3, БЦ «Станица». График: 5/2, на выбор: с 08:00 до 17:00 или с 09:00 до 18:00. Техника: предоставляем рабочий компьютер для комфортной разработки. Развитие: возможность стоять у истоков продукта и влиять на стек технологий. Отпуск: 24 календарных дня. Уникальные бонусы: Отпуск в ОАЭ: Наша компания предоставляет бесплатное жилье в ОАЭ на время вашего отпуска. С вас — только билеты, с нас — комфортное проживание! Оплата: 300 000 тг на руки + бонусы за успешно завершенные проекты. Стабильные выплаты строго до 10-го числа каждого месяца. Официальное трудоустройство согласно ТК РК.","Разработка с нуля: проектирование и реализация кроссплатформенного приложения. Геолокация: работа с GPS-трекером для точного мониторинга в фоновом режиме. Архитектура: участие в принятии технических решений и проведении Code Review. Интеграции: работа с REST API, WebSocket, Push-уведомлениями и сторонними сервисами. Качество: оптимизация производительности, устранение багов и написание тестов (Unit, Widget/Component). Командная работа: плотное взаимодействие с Backend-командой и участие в развитии продукта. Наш стек и ожидания: Опыт коммерческой мобильной разработки от 1–3 лет. Если вы на Flutter: глубокое знание Dart, уверенный опыт с BLoC или Riverpod, понимание работы Skia/Impeller. Если вы на React Native: отличное знание JS/TS, React Hooks, опыт с Redux / MobX / Zustand. Понимание работы платформ «под капотом» (Native bridges, работа с iOS/Android API). Умение работать с Git и настраивать процессы CI/CD. Будет преимуществом: опыт нативной разработки (Swift/Kotlin) и наличие опубликованных приложений в Store. Условия и график: Локация: г. Алматы, ул. Халиуллина, 66, корпус 3, БЦ «Станица». График: 5/2, на выбор: с 08:00 до 17:00 или с 09:00 до 18:00. Техника: предоставляем рабочий компьютер для комфортной разработки. Развитие: возможность стоять у истоков продукта и влиять на стек технологий. Отпуск: 24 календарных дня. Уникальные бонусы: Отпуск в ОАЭ: Наша компания предоставляет бесплатное жилье в ОАЭ на время вашего отпуска. С вас — только билеты, с нас — комфортное проживание! Оплата: 300 000 тг на руки + бонусы за успешно завершенные проекты. Стабильные выплаты строго до 10-го числа каждого месяца. Официальное трудоустройство согласно ТК РК.",,1–3 года,,https://almaty.hh.kz/vacancy/132011948
Сетевой инженер,,Алматы,АО KMF Банк,,"Что делать? Мониторинг работоспособности сетевой инфраструктуры; Обеспечение бесперебойной работы сетевой инфраструктуры; Проведение анализа работоспособности сетевого оборудования и каналов связи; Администрирование управляемого сетевого оборудования Разработка и актуализация технической документации отдела; Модернизация сетевой инфраструктуры компании; Взаимодействие с администраторами филиалов компании. Если у вас: Опыт работы с сетевым оборудованием Cisco, коммутаторы Nexus; Опыт работы с сетевым оборудованием Fortigate, Fortiswitch; Опыт установки, обновления Cisco IOS, NX-OS, FortiOS; Опыт построения отказоустойчивой сетевой инфраструктуры; Опыт диагностики и устранения неполадок в сетевой инфраструктуре; Знание построения LAN и WAN сетей, DATA центров; Знание протоколов динамической маршрутизации: OSPF, BGP; Знание технологии беспроводной связи 802.11a/b/g/n, 802.11r, 802.11k, 802.11e; Опыт администрирования сетевого оборудования; Знание сетевых технологий (стек протоколов TCP/IP, STP, VTP, VLAN, NAT, CDP, VPN и др.) Что мы предлагаем: Официальное трудоустройство в соответствии с ТК РК; Гибкий график работы (08:30–17:30 / 09:00–18:00 / 09:30–18:30); Ежегодный оплачиваемый отпуск — 28 календарных дней; После прохождения испытательного срока: Кафетерий льгот (медицинское страхование, обучение, спорт, развитие детей, авиа- и ж/д билеты); Два дополнительных дня Day Off в год; Гибридный формат работы (2 дня - в офисе, 3 дня - удаленка); Дополнительно: Лечебное пособие в размере одного оклада при выходе в отпуск (после 1 года работы, при отпуске от 14 дней).",,,1–3 года,,https://almaty.hh.kz/vacancy/132626600
Главный специалист отдела безопасности,от 700 000 ₸ за месяц,Алматы,"Гос. корп. Центральный депозитарий, АО",,"Мы ищем опытного специалиста в области информационной безопасности, который обеспечит защиту сетевой инфраструктуры компании, выстроит процессы мониторинга угроз и будет активно участвовать в проектах по развитию ИБ-контура. Чем предстоит заниматься Администрирование и настройка межсетевых экранов следующего поколения NGFW Аудит NGFW и Cisco ISE: анализ политик, проверка конфигураций, выявление несоответствий требованиям безопасности Мониторинг событий безопасности и работа с SIEM-системой: анализ, корреляция, эскалация инцидентов Проведение регулярного сканирования уязвимостей инфраструктуры с использованием сканера безопасности, подготовка отчётов и рекомендаций по устранению Статический анализ исходного кода (SAST): выявление уязвимостей, анализ результатов, взаимодействие с командами разработки Расследование инцидентов информационной безопасности: сбор артефактов, анализ причин, оформление результатов Рассмотрение и согласование заявок на предоставление/изменение сетевых доступов в соответствии с политиками безопасности Аудит сетевого оборудования (маршрутизаторы, коммутаторы) и беспроводной инфраструктуры: проверка конфигураций, анализ настроек безопасности, выработка рекомендаций Ведение технической документации: регламенты, инструкции, схемы, журналы изменений Участие в корпоративных ИТ/ИБ-проектах: разработка требований, согласование решений, приёмка результатов Что мы ожидаем от кандидата Опыт работы в области информационной или сетевой безопасности от 3 лет Уверенное понимание сетевых технологий: модель OSI/TCP-IP, протоколы маршрутизации (OSPF, BGP,), протоколы коммутации (STP, RSTP, MSTP), VLAN, VPN, NAT, QoS Уверенные практические знания: политики, IPS/IDS, VPN, профили безопасности Понимание архитектуры NGFW (Firepower/ASA) и Cisco ISE на уровне, достаточном для анализа политик и проведения аудита Понимание принципов работы SIEM, опыт анализа событий безопасности Опыт сканирования уязвимостей Опыт работы с инструментами статического анализа кода (SAST): понимание типовых уязвимостей приложений (OWASP Top 10) Базовое понимание стека IOS/IOS-XE и Wi-Fi инфраструктуры для чтения конфигураций и проведения аудита Наличие действующего сертификата в области информационной безопасности, подтверждающего знания и опыт по одному или более доменам, выданного органом по сертификации персонала, аккредитованным в соответствии с ISO/IEC 17024:2012 (например: CISSP, CISM, CEH, Security+, OSCP или эквивалент) Умение составлять и вести техническую документацию Ответственность, аналитический склад ума, способность работать с инцидентами в режиме высокой нагрузки",,,3–6 лет,,https://almaty.hh.kz/vacancy/132059266
Senior IOS Developer,,Алматы,ROGII,,"Кто мы? ROGII – международная IT-компания, разрабатывающая собственные уникальные продукты для нефтегазовой индустрии (серверные, десктопные и мобильные приложения); офисы в России, Европе, США, Канаде, странах Южной Америки, на Ближнем Востоке, в Австралии; более 300 клиентов за рубежом включая BP, Shell, Repsol, Total, Marathon, OXY, Wintershall, Saudi Aramco и др. в команде работают профессионалы с опытом 5+ лет, используются передовые IT-решения (облачные технологии, bigdata массивы, технологии машинного обучения, 3D визуализация). С чем предстоит работать: Разрабатывать новый функционал iOS-приложения (от технической аналитики и декомпозиции до релиза и сопровождения). Решать сложные алгоритмические и визуальные задачи (производительность, анимации, графика, многопоточность). Участвовать в обсуждении технических решений, анализе и планировании продукта (оценка рисков и трудозатрат). Проводить code review и поддерживать единые инженерные практики. Нам важно, чтобы у вас было: Опыт работы с RxSwift и Combine (schedulers, operators, управление памятью). Опыт работы с GCD (DispatchQueue, QoS, синхронизация), OperationQueue, Swift Modern Concurrency (structured concurrency, async/await, actors, Sendable); умение писать thread-safety код и избегать гонок/дедлоков; диагностика Thread Sanitizer и Instruments; корректная работа с фоновыми контекстами Core Data. Уверенная работа с Alamofire и URLSession (построение сетевого слоя, ретраи, кодирование/декодирование, обработка ошибок, SSL pinning). Опыт работы с web socket (URLSessionWebSocketTask). Опыт использования Core Animation и Core Graphics для кастомного рендеринга. Плюсом будет опыт работы с Metal для высокопроизводительного рендеринга. Опыт работы с Core Data (NSPersistentContainer, background contexts, производительность, NSFetchedResultsController). Знание шаблонов проектирования и умение их применять, придерживаясь принципов SOLID. Мы предлагаем: Офис в г. Алматы, Улица Ауэзова, 175/1; Удаленный формат работы, если вы не в РК; Эргономичное рабочее место с современным оборудованием; Официальное оформление по ТК РК; ДМС после прохождения испытательного срока; Заработная плата по результатам собеседования; Испытательный срок - три месяца.",,,более 6 лет,,https://almaty.hh.kz/vacancy/132294762
QA Engineer,,Алматы,ТОО IT Space Apps,,"Опыт ручного тестирования API используя инструменты Postman/Insomnia/Swagger и т.д. Опыт работы в продуктовой команде; Понимание процессов разработки и тестирования (SDLC, STLC), подходов и практик Agile, Kanban, Scrum, etc.; Опыт работы с баг-трекинговыми системами (Jira, YouTrack, etc.); Знание SQL на уровне простых запросов, умение работать с СУБД PostgreSQL; Анализ логов Умение работать с TestFlight, AppTester, XCode; Работа с инструментами мониторинга HTTP/HTTPS трафика (Charles, Fiddler, etc.).","Проведение ручного функционального, smoke и регрессионного тестирования WEB и мобильных приложений; Создание, актуализация и сопровождение тестовой документации (чек-листы, тест-кейсы, тест-планы) Анализ требований, спецификаций и участие в планировании спринтов - выявление потенциальных рисков и точек отказа ещё на стадии проектирования; Тестирование API (REST/GraphQL); Анализ и воспроизведение багов, сбор логов, трассировок и другой технической информации; Мониторинг исправления дефектов в баг-трекинговой системе Jira; Взаимодействие с разработчиками, аналитиками и DevOps-инженерами для обеспечения высокого качества продукта на всех этапах; Участие в ретроспективах и QA-груммингах, предоставление предложений по улучшению процессов тестирования и разработки.",,1–3 года,,https://almaty.hh.kz/vacancy/132750601
Full-Stack Engineer (JavaScript/PHP),,,Itransition,,"We are looking for an experienced developer who is ready to tackle complex technical challenges while building high-quality software systems using modern technologies. Requirements 4+ years of professional software development experience; Production skills in frontend development (JavaScript); Experience building backend services in production (PHP); Experience designing and consuming RESTful APIs; Understanding of client-server architecture; Solid understanding of SQL databases, including indexes and locking mechanisms; Proactive, self-motivated, and eager to take ownership of tasks; Fluent English. Nice to have Experience working within an existing PHP codebase; Mobile development experience (iOS and/or Android); Experience in setting up and supporting development processes (CI/CD, code review, static code analysis, automated testing); Experience working with SCRUM; Experience in creating technical documentation; Hands-on experience with cloud services (AWS, Google Cloud). We can offer: Projects for such clients as PayPal, Wargaming, Xerox, Philips, adidas and Toyota Competitive compensation that depends on your qualification and skills Career development system with clear skill qualifications Flexible working hours aligned to your schedule Options to work remotely Compensation of medical costs English courses online Corporate parties and events for employees and their children Internal conferences, workshops and meetups for learning and experience sharing Gym membership compensation, corporate sport competitions (cybersport included) 5 days of paid sick leave per year with no obligation to submit a sick-leave certificate",,,3–6 лет,,https://almaty.hh.kz/vacancy/131885953
Mobile QA Engineer (Middle),от 600 000 ₸ за месяц,,ТОО HT.KZ Central,,"Практический опыт тестирования мобильных приложений (Android / iOS) Понимание архитектуры мобильных приложений и клиент-серверного взаимодействия Знание жизненного цикла мобильного приложения, теории тестирования и техник тест-дизайна Опыт работы с системами управления задачами и документацией: Jira, Confluence, Qase Опыт работы с API (Postman или аналоги), понимание HTTP / REST, работа с JSON Умение работать с инструментами разработки: Android Studio, XCode (собирать билды, запускать эмуляторы и тд) Понимание принципов построения тестовых фреймворков и автоматизации тестирования Знание Java на уровне, достаточном для написания автотестов  Будет плюсом: если умеешь в API тесты Опыт автоматизации мобильных приложений на Java с использованием Appium Опыт настройки и использования CI/CD Условия и наши плюшки: Корпоративы на море. Где мы уже были: Гоа, Тайланд, Китай, Грузия, Египет, Индонезия (Бали) Гибридный график работы после испытательного срока. Офис в верхней части Алматы, район Самал-3 Скидки на туры для сотрудников Отправим на конференции при вашем желании, без желания не отправим) Гибкое начало рабочего дня (в промежутке 8:00-10:00 по времени Алматы) Важно: после отклика будет предложено пройти небольшое тестовое задание. Мы уважаем ваше время, поэтому рассчитываем, что оно займет не более 1 часа.  P.S. А еще у нас классная, вайбовая команда ❤️","Подготовка, актуализация и поддержка тестовой документации (тест-кейсы, чек-листы) Проведение функционального и регрессионного тестирования мобильных приложений (Android / iOS) Анализ требований с целью обеспечения полноты и качества тестирования Регистрация, сопровождение и контроль дефектов на всех этапах их жизненного цикла Участие в улучшении качества продукта и оптимизации процессов тестирования Разработка и поддержка автотестов",,1–3 года,,https://almaty.hh.kz/vacancy/132750390
"Unity-разработчик (C#, 3D, iOS, шейдеры), Павлодар",от 410 000 до 700 000 ₸ за месяц,Павлодар,ТОО TECHNICAL CAPABILITIES CIS,,"Unity-разработчик (C#, 3D, iOS, шейдеры) О компании: Наша команда завершает разработку мобильного приложения на Unity c упором на 3D-графику и шейдеры. Впереди — финишный этап: доработка ключевого функционала, оптимизация производительности и публикация в App Store. Ищем опытного Unity-разработчика (Middle+), который поможет нам успешно довести продукт до релиза. О продукте: Мы создаём образовательное мобильное приложение с игровыми механиками для App Store. За 5 лет мы выпустили уже четыре полноценных версии и сейчас завершаем пятую — с новыми функциями и улучшенным игровым опытом. Приложение сочетает интерактивное обучение и геймификацию, помогая пользователям осваивать сложные темы увлекательно и эффективно. Помимо зарплаты, члены команды участвуют в Revenue Share Agreement и получают бонусы от части прибыли продукта. Что предстоит делать: Оптимизация и полировка: Отслеживание и устранение багов, профилирование и оптимизация производительности на iOS-устройствах. Доработка шейдеров, света, анимаций для достижения стабильной работы при сохранении высокого качества графики. Финальные доработки функционала: Реализация оставшихся игровых механик или модулей согласно техническому заданию. Сотрудничество с геймдизайнерами и 3D-художниками для корректной интеграции контента в игру. Сборка и публикация в App Store: Подготовка проекта в Xcode, настройка сертификатов и профилей. Работа с TestFlight, сбор обратной связи, устранение замечаний и недочётов. Взаимодействие с командой: Тесная коммуникация с менеджерами, геймдизайнерами, 3D-художниками и QA. Участие в планировании, оценке задач, приоритизация перед релизом. Передача знаний по итогам: Ведение понятной документации и код-ревью, чтобы команда могла поддерживать и развивать проект после завершения контракта. Кого мы ищем: Опытного Unity-разработчика с фокусом на C# и мобильную разработку (iOS): Уверенное знание игровых систем Unity (физика, анимации, работа со сценами). Навыки оптимизации и профилирования на мобильных устройствах. Знание 3D-пайплайна: Базовое владение Blender (понимание структуры моделей, материалов). Умение работать с шейдерами (Shader Graph или HLSL) и анимацией в Unity. Опыт вывода приложений в App Store: Знание правил публикации, работа с TestFlight и сертификацией. Умение решать потенциальные проблемы совместимости и требований Apple. Умение быстро влиться в проект: Готовность разбираться в чужом коде, документировать свои изменения. Коммуникабельность и гибкость в условиях сжатых сроков. Условия: Формат работы: в офисе. Контракт: официальное оформление по ТК РК. Техника и ПО: предоставляем необходимую инфраструктуру. Почему это интересно: Участие в финишной стадии большого и интересного проекта: вы увидите осязаемые результаты своей работы в App Store. Работа с 3D-контентом и шейдерами: возможность отточить навыки оптимизации в реалиях реального коммерческого продукта. Опыт в мультидисциплинарной команде (менеджеры, геймдизайнеры, 3D-художники) и чёткие задачи на короткий срок. Как подать заявку: Отправьте резюме и укажите: Ключевые проекты, релевантный опыт (особенно в мобильной разработке и 3D). Наличие опубликованных приложений в App Store или ссылки на них. Уровень желаемой компенсации и формат работы. Мы будем рады сотрудничеству с профессионалом, который поможет нам завершить проект на высоком уровне качества и успешно вывести продукт на рынок!",,,3–6 лет,,https://almaty.hh.kz/vacancy/127352852
Junior Software Engineer (Gameplay),,,ТОО Playrix,,"Playrix — одна из самых успешных компаний по разработке мобильных игр в мире. По доходам среди всех мобильных приложений мы входим в топ-3 в мире, а в Европе мы первые. Наши игры установили 2,3 миллиарда раз (треть населения Земли), каждый день в них играет более 30 миллионов людей по всему миру! Команды разработки для нас - ядро компании, благодаря которому наши игры растут и развиваются уже 21 год. Чтобы повышать качество продуктов и выводить их на новый уровень, мы строим AI-first-культуру внутри инженерных команд: разрабатываем агентные воркфлоу, внедряем новые инструменты, измеряем прирост скорости разработки — и в особенности следим за качеством результата. Поэтому ищем сильнейших инженеров, кто готов поддержать и развивать эти практики вместе с нами Эта роль подойдет тем, кто готов работать на стыке UI, логики и инженерных задач, а со временем — брать на себя больше ответственности, влиять на фичи и развитие целого проекта. При этом опыт работы на С++ совсем необязателен: у нас отличная система адаптации для комфортного перехода новичков с Unity на С++. Мы создаём условия для роста до уровня Senior или Lead и ожидаем высокой самостоятельности, вовлеченности и инициативы. Задачи, которые предстоит решать: Программирование игровой логики и фичей; UI-разработка: структура окон, работа с UI Kit, интеграция визуала в движок; Использование и улучшение наших AI-инструментов на всех этапах разработки: от декомпозиции задачи до тестов и деливери – с полной ответственностью за высокое качество генерируемого кода; Активное участие в командных обсуждениях фич и изменений; Оптимизация производительности и автоматизация рутины. Наш стек: Языки: основной — C++ 17/20; для единичных задач — Lua и Python. Собственный движок, похожий на Unity или Unreal, который мы постоянно развиваем. Для быстрого погружения в его кодовую базу у нас есть AI-ассистент. AI: Claude, Cursor, Codex с настроенными правилами репозиториев, растущим каталогом специализированных скиллов и агентских режимов под конкретные задачи. MCP-интеграции с внутренней инфраструктурой (GitHub, Asana, Amplitude и тд). Агентские воркфлоу покрывают весь цикл: от генерации игровых элементов и авто-тестов до автоматического создания и ревью PR. Мы ожидаем: Опыт разработки коммерческих игровых проектов на C++ и/или Unity от 1 года; Опыт использования AI-инструментов с измеримым эффектом – глубже чат-запросов: от современных практик промт-инжиниринга до построения агентных воркфлоу и валидации их результатов; Опыт верстки внутриигровых интерфейсов: создание сложных окон, работа со скроллерами, эффектами; Сильную проактивную позицию: умение не только решать задачи, но и предлагать инициативы. Будет плюсом: Опыт разработки под мобильные платформы (iOS, Android). Как мы работаем с AI: AI — стандарт инженерной работы в команде, а не опция. Используем ежедневно в разработке: от декомпозиции задач, навигации по кодовой базе до генерации и рефакторинга кода. Ответственность за результат всегда остаётся за инженером. Любой сгенерированный код проходит те же проверки, что и написанный вручную: ревью, тесты и валидацию в контексте продукта. AI усиливает инженера, а не заменяет его. Мы ожидаем, что с помощью AI инженер сможет быстрее двигаться по задачам, брать на себя больший объём работы и эффективнее решать сложные проблемы. Делимся рабочими практиками внутри команды. Хорошие сценарии использования AI, удачные подходы, правила работы с репозиторием и агентные воркфлоу становятся частью общей инженерной среды. Постоянно улучшаем подход. Инструменты быстро меняются, поэтому мы ожидаем интереса к новым возможностям AI и готовности предлагать улучшения, если они реально повышают скорость и качество разработки. У нас классно, потому что у нас есть: Возможность постоянного развития в команде из 500+ профессиональных инженеров: у нас огромная база знаний и система наставничества, которая позволяет адаптироваться быстро. Возможность переходить между направлениями и не только в рамках разработки (Project Management, маркетинг и т.д.). Задачи, требующие умения принимать эффективные и безопасные архитектурные решения, а также применять на практике интересные подходы программирования. Упор на развитие продуктового видения у каждого специалиста в компании. Наши разработчики представляют, как та или иная фича будет работать у пользователя, и сами играют в игры, которые разрабатывают. Возможность менять процессы и подходы на более эффективные без долгих согласований и бюрократии. Мы предлагаем: Гибкость в работе: Для большинства позиций у нас гибкий график и удалённый формат работы. Мы ориентируемся на результат, а не на место или способ выполнения задач. Забота о здоровье и well-being: Предоставляем ДМС для сотрудников и их детей, компенсируем онлайн-сессии с психологом. Сохраняем 100% зарплату во время отпуска или больничного без лишних справок. А для особых случаев предоставляем дополнительные выходные. Поддерживаем здоровый образ жизни и компенсируем покупку спортивных абонементов и подписку на фитнес-приложения. Развитие и обучение: Оплачиваем участие в профильных конференциях и курсах, проводим внутренние конференции. Компенсируем изучение иностранного языка. Ивенты и мерч: Регулярно проводим развлекательные и рабочие мероприятия в офлайн-режиме: встречи команд, крупные корпоративные вечеринки и более лайтовые пати в офисах. Также регулярно проводим развлекательные конкурсы, квизы, хакатоны, спортивные челленджи в режиме онлайн. Собственный магазин мерча с внутренней валютой, где можно купить уникальные подарки. Валюту дарим на значимые даты, также ее можно заработать, участвуя в мероприятиях и брендовых активностях. Отправляя отклик на нашу вакансию, вы соглашаетесь, что ваши персональные данные, собранные во время собеседований в Playrix, будут обрабатываться компанией.",,,1–3 года,,https://almaty.hh.kz/vacancy/132689722
