job_id,job_title,skills,experience_level,education_level,label
f4af2846,Frontend-разработчик (middle),"javascript, typescript, vue, css, sass",От 3 до 6 лет,Студент,Frontend Developer
244a6e80,Веб-разработчик PHP,"javascript, php, postgresql, mysql, redis, elasticsearch, docker, ci/cd, git, linux",Более 6 лет,Высшее образование,Backend Developer
6b9b7a1e,"Frontend middle программист/разработчик (Vue2,3)","javascript, vue, html, css",От 1 года до 3 лет,Среднее образование,Frontend Developer
b6cbad52,Эксперт data engineer,"sql, kafka",Без опыта,Высшее образование,Data Engineer
a9049863,Middle PHP / Laravel разработчик,"php, mysql, redis, docker, git, linux",От 1 года до 3 лет,Высшее образование,Backend Developer
41849bd2,Backend Developer (Senior),"php, postgresql, mysql, redis",От 3 до 6 лет,Среднее образование,Backend Developer
e88a90d0,Backend Developer (Kotlin) in Kazakhstan,"java, spring, sql, postgresql, redis, kafka, docker, kubernetes, ci/cd, git",Без опыта,Высшее образование,Mobile Developer
d3529a4c,Senior Backend Developer (Go),"javascript, go, mysql, mongodb, kubernetes",От 3 до 6 лет,Высшее образование,Backend Developer
f0983527,Frontend-разработчик Angular,"javascript, angular",Более 6 лет,Высшее образование,Frontend Developer
c6275113,Middle Backend Developer (NodeJS),"javascript, express, postgresql, mongodb, redis, docker",От 3 до 6 лет,Среднее образование,Backend Developer
df090971,Senior Backend Разработчик (Go + PHP),"go, php, sql, postgresql, redis, kafka, rabbitmq",От 1 года до 3 лет,Высшее образование,Backend Developer
4350e83d,Backend-разработчик,"php, sql, redis, docker, ci/cd, git",От 1 года до 3 лет,Высшее образование,Backend Developer
eaf8fa59,PHP Trainee,php,От 1 года до 3 лет,Высшее образование,Backend Developer
bd7e5c05,Python-разработчик,"python, redis",От 1 года до 3 лет,Среднее образование,Backend Developer
3238234a,Frontend-разработчик (верстка),"javascript, php, git, figma",От 3 до 6 лет,Студент,Frontend Developer
b7367089,Middle/Middle+ PHP Developer,"go, php, postgresql, mysql, kafka, rabbitmq, docker, ci/cd, git, ansible",От 3 до 6 лет,Высшее образование,Backend Developer
d827a2b9,"Senior Backend Developer (Java/Kotlin, Spring, Microservices)","java, spring, sql, postgresql, redis, kafka, docker, kubernetes, ci/cd",Без опыта,Среднее образование,Mobile Developer
b513bc32,Kotlin Developer,"java, spring, sql, postgresql, redis, kafka, docker, kubernetes, ci/cd, git",Более 6 лет,Среднее образование,Mobile Developer
01844d4a,Middle developer (DWH),"sql, postgresql",Без опыта,Высшее образование,Data Engineer
a50b1dd9,Middle+ / Senior C#. NET Разработчик,".net, sql, postgresql, ci/cd, git, linux",Более 6 лет,Среднее образование,Backend Developer
8cb35f33,IOS разработчик (Middle),"ci/cd, git",От 1 года до 3 лет,Среднее образование,Mobile Developer
a3910547,Ruby on Rails Middle Developer,"javascript, typescript, ruby, react, angular, sql, docker, html",Более 6 лет,Высшее образование,Backend Developer
779dd232,Старший разработчик ETL процессов ( Data Engineer),"python, sql, postgresql",Более 6 лет,Высшее образование,Data Engineer
2f5e06d6,Middle C# Developer,"javascript, ci/cd, git, html, css",Без опыта,Среднее образование,Backend Developer
8c36f11f,Разработчик PHP / Старший разработчик PHP/ Ведущий разработчик PHP (ДЦКЗ),ci/cd,Более 6 лет,Высшее образование,Backend Developer
08773dcf,C#/.NET-разработчик,sql,От 1 года до 3 лет,Высшее образование,Backend Developer
c2fbc631,Fullstack PHP-разработчик,"javascript, php, vue, nuxt, sql, mysql, redis, elasticsearch, git",От 3 до 6 лет,Высшее образование,Backend Developer
db6ef4e9,Java-разработчик (Middle),"java, spring, sql, postgresql, redis, kafka, rabbitmq, docker, kubernetes, ci/cd, git, linux",От 3 до 6 лет,Высшее образование,Backend Developer
1079700b,Senior .NET Developer,".net, mysql",Без опыта,Студент,Backend Developer
e72b2486,"Frontend developer (React, middle+/senior)","javascript, typescript, react, ci/cd",От 1 года до 3 лет,Среднее образование,Frontend Developer
f0fe0272,Главный разработчик Java,"java, sql, docker",От 3 до 6 лет,Среднее образование,Backend Developer
9593b114,Frontend разработчик (Middle),"javascript, typescript, react, ci/cd, html, css",От 3 до 6 лет,Высшее образование,Frontend Developer
be38548f,Backend-разработчик,"javascript, php, vue, nuxt, mysql, redis, docker, ci/cd, git",Более 6 лет,Высшее образование,Backend Developer
87e1be4b,Java-разработчик,"java, git",От 1 года до 3 лет,Студент,Backend Developer
122c4213,Senior Frontend Developer в Kaspi Delivery Team (в офисе),"javascript, typescript, react, vue, nuxt, docker, ci/cd, cypress, jest",Без опыта,Высшее образование,Frontend Developer
26a3134f,Java Developer,"java, spring, sql, mongodb, kafka, rabbitmq, docker, kubernetes, ci/cd",Более 6 лет,Студент,Backend Developer
6c50cc32,Middle Java-разработчик,"java, spring, sql, postgresql, mongodb, redis, kafka, docker, kubernetes, ci/cd",От 1 года до 3 лет,Среднее образование,Backend Developer
087101f5,Backend Developer (Go) + Python (Senior),"python, go, postgresql, redis, kafka, docker, kubernetes, ci/cd",От 1 года до 3 лет,Студент,Backend Developer
992a1987,"Ведущий Backend разработчик (Java, Go)","java, go, spring, sql, redis, kafka, kubernetes",Без опыта,Высшее образование,Backend Developer
8c4e46de,"Senior Java Developer, AWS","java, kafka",От 1 года до 3 лет,Студент,Backend Developer
0d3e14bf,QA manual,"sql, ci/cd, git, linux, ui/ux",От 1 года до 3 лет,Среднее образование,QA Engineer
c56197c0,"Senior backend-разработчик (Python, PHP)","python, php, fastapi, sql, mysql",Без опыта,Высшее образование,Backend Developer
50126d81,Full Stack developer (Back - Node/ Front - React),"javascript, react, express, postgresql, kafka",От 1 года до 3 лет,Высшее образование,Full Stack Developer
b8f1ad1c,PHP Developer,"javascript, php, react, vue, postgresql, mysql, mongodb, elasticsearch, rabbitmq, docker, git",От 3 до 6 лет,Студент,Backend Developer
2fa99bbb,Python Developer,"python, go, sql, docker, kubernetes, ci/cd",Без опыта,Высшее образование,Backend Developer
b91b107d,Middle Frontend разработчик (React),"typescript, react",От 3 до 6 лет,Высшее образование,Frontend Developer
17aff180,PHP-разработчик,"javascript, php, react, vue, mysql, redis, git, bash, html, css",От 1 года до 3 лет,Высшее образование,Backend Developer
24c235a5,Системный администратор/инженер технической поддержки (IT Infrastructure & Retail Solutions),"python, postgresql, mysql, linux, bash",Без опыта,Высшее образование,DevOps Engineer
45c96e3d,Junior IT Engineer / Python Developer (Video Surveillance),"python, linux",От 1 года до 3 лет,Высшее образование,Backend Developer
bd878e04,Senior специалист по информационной безопасности (IT Security),"postgresql, redis, docker, kubernetes, ci/cd, linux",Более 6 лет,Среднее образование,Cybersecurity Analyst
7a18ed75,IOS Trainee,git,От 1 года до 3 лет,Студент,Mobile Developer
ff143942,Middle IOS разработчик,ci/cd,От 1 года до 3 лет,Высшее образование,Mobile Developer
93004073,Senior IOS разработчик,"sql, ci/cd, ui/ux",От 1 года до 3 лет,Среднее образование,Mobile Developer
bdac0965,Mobile Developer (Swift / iOS),"ci/cd, git, ui/ux",От 1 года до 3 лет,Высшее образование,Mobile Developer
30ec0eca,Middle IOS разработчик,"ci/cd, git, ui/ux",От 1 года до 3 лет,Высшее образование,Mobile Developer
faed76c6,Аналитик данных,"sql, git",Без опыта,Высшее образование,Data Analyst
6abe152e,Аналитик данных,"sql, kafka",Без опыта,Студент,Data Analyst
59c87052,Data Analyst,"python, sql, machine learning",От 1 года до 3 лет,Студент,Data Analyst
8ff48c35,Middle/Senior Data analyst в Kaspi shop,"python, sql, ml",От 1 года до 3 лет,Высшее образование,Data Analyst
2514e681,Старший аналитик данных,"python, sql",От 1 года до 3 лет,Среднее образование,Data Analyst
8714744c,Аналитик данных (Product / Data Analyst) ОФ IQanat,"python, sql, git, pandas, numpy, html, css",Более 6 лет,Студент,QA Engineer
6a6869f3,Junior Data Analyst,sql,Без опыта,Студент,Data Analyst
511637f2,Аналитик данных в Департамент цифровизации проектов,"python, sql, pandas, numpy, scikit-learn",Без опыта,Среднее образование,Data Analyst
7e14777c,Data Analytics Manager (DWH/BI),sql,От 1 года до 3 лет,Высшее образование,Data Engineer
61c5cc67,"Аналитик данных (Power BI, финансы/банки)","sql, git",От 3 до 6 лет,Высшее образование,Data Analyst
857a5f18,Manager / Data Engineer / Analyst,sql,От 1 года до 3 лет,Среднее образование,Data Engineer
27f51afd,Marketing Data Analyst/Маркетинговый аналитик,"python, sql",Более 6 лет,Студент,Data Analyst
b7e8bab5,Data Engineer,"python, fastapi, sql, docker",От 1 года до 3 лет,Среднее образование,Data Engineer
087921c8,Junior Data Analyst,"python, sql, pandas, numpy",Более 6 лет,Высшее образование,Data Analyst
9c49ee43,Commercial Data Analyst,sql,Без опыта,Среднее образование,Data Analyst
bf06592b,Senior Data Analyst,sql,От 1 года до 3 лет,Среднее образование,Data Analyst
e69d7b62,Аналитик данных,sql,От 1 года до 3 лет,Высшее образование,Data Analyst
1f4175d9,BI-аналитик,sql,От 1 года до 3 лет,Высшее образование,Data Analyst
ed3d3daa,Senior Data Analyst,"python, sql, ci/cd",От 1 года до 3 лет,Высшее образование,Data Analyst
d3f3e98b,Middle Data analyst (Лаборатория продуктов),"python, sql",Более 6 лет,Среднее образование,Data Analyst
d2fb3e4c,BI-аналитик,"python, sql, postgresql, mysql",От 3 до 6 лет,Среднее образование,Data Analyst
efbcd086,Data Engineer,"python, go, sql, redis, kafka",Более 6 лет,Высшее образование,Data Engineer
e3db49c2,Senior Data Engineer,"sql, mysql, kafka, kubernetes",От 1 года до 3 лет,Высшее образование,Data Engineer
9e174c8e,Аналитик данных,sql,От 1 года до 3 лет,Высшее образование,Data Analyst
77c6b049,Data Engineer,"python, sql, postgresql",От 1 года до 3 лет,Высшее образование,Data Engineer
79bb0761,Analytics Data Engineer (DWH / BI Platform) Middle+ / Senior,"sql, kafka",Более 6 лет,Студент,Data Engineer
acbafae9,Middle Data Engineer,"sql, postgresql",Более 6 лет,Высшее образование,Data Engineer
96f823c0,Data analyst,sql,От 1 года до 3 лет,Студент,Data Analyst
498d7a8b,Data Analyst,sql,Более 6 лет,Студент,Data Analyst
952449ae,Главный аналитик Управления внутренней безопасности,"sql, data science",Без опыта,Высшее образование,Cybersecurity Analyst
38cdb15b,Data Engineer (Insurance / Finance),"python, sql, postgresql, kafka",От 1 года до 3 лет,Высшее образование,Data Engineer
cb2ddaee,Senior Data Analyst (Data Governance),"sql, postgresql",Более 6 лет,Высшее образование,Data Analyst
8fccc5fe,QA Engineer (SaaS / EdTech),ci/cd,От 3 до 6 лет,Высшее образование,QA Engineer
4994aeda,QA Engineer in Almaty,sql,От 1 года до 3 лет,Высшее образование,QA Engineer
e8c09f53,QA Engineer,"sql, postgresql",От 1 года до 3 лет,Студент,QA Engineer
f3b16aec,Mobile QA Engineer (Middle),"java, ci/cd",От 1 года до 3 лет,Высшее образование,QA Engineer
41cc591d,Manual QA Engineer (ELMA 365),"typescript, sql, postgresql",От 1 года до 3 лет,Высшее образование,QA Engineer
9dca06d5,AQA Python engineer,"python, postgresql, mongodb, kafka, ci/cd, git",От 3 до 6 лет,Студент,QA Engineer
274caadd,QA Automation Engineer (Kotlin\Java),"java, ci/cd, git",От 1 года до 3 лет,Студент,QA Engineer
e272679d,Middle QA Engineer,"python, java, javascript, mongodb, ci/cd, data science, cypress",От 1 года до 3 лет,Студент,QA Engineer
fe766c5d,QA Engineer (gamedev),"git, linux",От 1 года до 3 лет,Высшее образование,QA Engineer
9f24e1c5,QA engineer,"ci/cd, ml",От 1 года до 3 лет,Высшее образование,QA Engineer
656d6125,Support & QA Engineer,sql,От 1 года до 3 лет,Высшее образование,QA Engineer
a60b4f77,QA Automation Engineer в офис Алматы,"javascript, ci/cd, git, linux",От 1 года до 3 лет,Студент,QA Engineer
59987e98,Middle QA Engineer,"python, sql, postgresql, ci/cd",От 1 года до 3 лет,Студент,QA Engineer
4190b274,Тестировщик (QA Engineer) сектора аутстаффинга Департамента ИСЭЗ,sql,От 3 до 6 лет,Высшее образование,QA Engineer
26517089,QA engineer (Middle/Team Lead),"python, javascript, sql, docker, ci/cd, git",От 3 до 6 лет,Среднее образование,QA Engineer
3b54f758,QA-инженер,"sql, ci/cd, cypress",От 3 до 6 лет,Студент,QA Engineer
9a17baa2,QA-инженер,"sql, postgresql",От 1 года до 3 лет,Студент,QA Engineer
b7a14808,QA инженер,"sql, git",От 1 года до 3 лет,Студент,QA Engineer
d654c10a,Full Stack Test Engineer Trainee,sql,От 1 года до 3 лет,Высшее образование,Full Stack Developer
5fd17469,QA инженер (Middle),"sql, postgresql, git",От 1 года до 3 лет,Высшее образование,QA Engineer
68d3a510,Manual QA Engineer,"sql, git",От 3 до 6 лет,Среднее образование,QA Engineer
bf3f25f4,"QA Engineer (onsite, Almaty)","sql, ci/cd",От 3 до 6 лет,Высшее образование,QA Engineer
8e96a65f,Manual QA Engineer (Junior),git,От 1 года до 3 лет,Высшее образование,QA Engineer
842f575b,QA Engineer (Middle),"python, typescript, react, fastapi, sql, postgresql, docker, ci/cd, git",От 3 до 6 лет,Высшее образование,QA Engineer
03883e65,Инженер-тестировщик (QA engineer),linux,От 1 года до 3 лет,Высшее образование,QA Engineer
3d3b8dc0,QA Engineer Junior (Mobile),mysql,От 1 года до 3 лет,Среднее образование,QA Engineer
650d2050,Программист-тестировщик (QA Engineer),"python, java, javascript",От 1 года до 3 лет,Высшее образование,QA Engineer
917c0237,QA Automation Engineer (JavaScript),"javascript, cypress, jest",От 1 года до 3 лет,Среднее образование,QA Engineer
491c1885,1. QA Automation Engineer (Banking / Mobile / API),"python, java, sql, ci/cd, git",От 3 до 6 лет,Студент,QA Engineer
e44d84f4,QA инженер Middle/Middle+,"python, sql, postgresql, ci/cd",От 3 до 6 лет,Студент,QA Engineer
5d126b66,Manual QA инженер (Офис),"java, javascript, sql, html, css",От 3 до 6 лет,Высшее образование,QA Engineer
7b5d0d83,Manual QA инженер (Middle),".net, sql, postgresql, redis, kafka, ci/cd",От 1 года до 3 лет,Высшее образование,QA Engineer
bbc2e58b,Manual QA Engineer / Quality Assurance / Тестировщик,"sql, kafka, ci/cd",От 3 до 6 лет,Высшее образование,QA Engineer
69482c61,Automation QA Senior Engineer,"java, ci/cd",От 3 до 6 лет,Среднее образование,QA Engineer
1b6b7d99,Automation QA Middle Engineer,"python, javascript, sql, ci/cd",От 3 до 6 лет,Высшее образование,QA Engineer
8d0feca9,Middle QA Engineer,"sql, docker, ci/cd, git, linux, figma",От 1 года до 3 лет,Студент,QA Engineer
70a76978,QA Engineer (Middle+),"kubernetes, ci/cd, cypress",От 3 до 6 лет,Среднее образование,QA Engineer
d80150ee,QA Automation Engineer (Mobile),"javascript, sql, git",От 1 года до 3 лет,Высшее образование,QA Engineer
695b3516,QA Engineer,"java, ci/cd, git",От 3 до 6 лет,Высшее образование,QA Engineer
51277573,QA Engineer,"python, java, javascript",От 1 года до 3 лет,Высшее образование,QA Engineer
5dd6596d,Senior QA Test Automation Engineer,"java, sql, ci/cd",От 1 года до 3 лет,Высшее образование,QA Engineer
5f244e30,Backend Developer (Kotlin) in Kazakhstan,"java, spring, sql, postgresql, redis, kafka, docker, kubernetes, ci/cd, git",От 3 до 6 лет,Высшее образование,Mobile Developer
e194010a,Mobile Developer (Flutter) + UI/UX (Senior),"ci/cd, ui/ux",От 3 до 6 лет,Среднее образование,Mobile Developer
65f64d46,Python Developer,"python, go, sql, docker, kubernetes, ci/cd",От 3 до 6 лет,Высшее образование,Backend Developer
39f3077f,Java Developer in Almaty,"java, spring, sql, postgresql, mysql, redis, kafka, rabbitmq, docker, kubernetes, ci/cd, git, linux",От 1 года до 3 лет,Высшее образование,Backend Developer
0988d089,Frontend-разработчик (Senior) Freedom AI Labs,"javascript, typescript, react, docker, kubernetes, ci/cd, css, tailwind",От 3 до 6 лет,Высшее образование,Frontend Developer
c8cd8dd6,Mobile Developer (React Native),"typescript, react, ci/cd, git",От 3 до 6 лет,Среднее образование,Mobile Developer
e218a15f,Senior Developer (Flutter / Laravel / React),"javascript, react",От 1 года до 3 лет,Студент,Mobile Developer
6fb1ca87,Junior Frontend Developer (Angular),"javascript, typescript, angular, git, css, sass, tailwind",От 1 года до 3 лет,Высшее образование,Frontend Developer
ebf85cce,Senior Fullstack Developer (Java / React),"java, javascript, react, spring, postgresql, redis, docker, ci/cd, figma",От 3 до 6 лет,Высшее образование,Frontend Developer
245b96fc,Программист Mobile Developer,"javascript, react, ci/cd, git",От 1 года до 3 лет,Студент,Mobile Developer
aa65ba5a,Mobile Developer (Swift / iOS),"ci/cd, git, ui/ux",От 3 до 6 лет,Среднее образование,Mobile Developer
e9e050bf,Mobile Developer (Kotlin / Android),"ci/cd, git, figma, ui/ux",От 3 до 6 лет,Высшее образование,Mobile Developer
07e19bf5,Android-разработчик,"java, ci/cd, git",От 1 года до 3 лет,Студент,Mobile Developer
a15e5d64,Kotlin Developer,"java, spring, sql, postgresql, redis, kafka, docker, kubernetes, ci/cd, git",От 3 до 6 лет,Студент,Mobile Developer
ec5c4db2,Middle React Native Developer,"javascript, typescript, react, ci/cd",От 3 до 6 лет,Высшее образование,Frontend Developer
d105a19d,Full-Stack Engineer (JavaScript/PHP),"javascript, php, sql, ci/cd",От 3 до 6 лет,Студент,Full Stack Developer
c811ada2,React Native Senior Developer,"java, react, ci/cd, html, css, jest",От 3 до 6 лет,Среднее образование,Frontend Developer
21bf2917,Data Engineer,"python, fastapi, sql",От 3 до 6 лет,Студент,Data Engineer
6f9a19d2,Data Engineer,"postgresql, mysql, mongodb, kafka",От 3 до 6 лет,Студент,Data Engineer
b4a19498,Data Engineer,"python, go, sql, redis, kafka",От 1 года до 3 лет,Студент,Data Engineer
81d4b8f6,QA Automation Engineer (Kotlin\Java),"java, ci/cd, git",От 1 года до 3 лет,Среднее образование,QA Engineer
6a11f5bc,MLOps/DevOps Specialist,"python, docker, kubernetes, ci/cd, linux, bash, ansible, terraform, ml, data science",От 1 года до 3 лет,Высшее образование,Data Scientist
15a395bd,Senior Data Engineer,"sql, mysql, kafka, kubernetes",От 3 до 6 лет,Среднее образование,Data Engineer
45a1e9ab,Data engineer,"sql, kafka",От 3 до 6 лет,Высшее образование,Data Engineer
aa933ec4,Главный Data Engineer,sql,От 1 года до 3 лет,Высшее образование,Data Engineer
3f656d69,Эксперт data engineer,"sql, kafka",От 3 до 6 лет,Студент,Data Engineer
80f48bae,DevOps Engineer,"docker, kubernetes, ci/cd, linux, ansible, terraform",От 3 до 6 лет,Среднее образование,DevOps Engineer
b83b31eb,Senior AI / ML Engineer (Applied AI Systems Lead),"python, fastapi, sql, docker, kubernetes, ml, pandas",От 3 до 6 лет,Высшее образование,Data Scientist
ebb339ff,Data Engineer,"python, sql, postgresql",От 1 года до 3 лет,Студент,Data Engineer
827cca2c,Middle Data Engineer,"python, fastapi, sql, postgresql, docker, ci/cd, git, pandas",От 1 года до 3 лет,Высшее образование,Data Engineer
75a7a437,Data Engineer / BI Engineer,"python, sql, postgresql, kafka, rabbitmq",От 1 года до 3 лет,Высшее образование,Data Engineer
28a0fa3e,Manager / Data Engineer / Analyst,sql,От 1 года до 3 лет,Высшее образование,Data Engineer
bab077fe,Data Engineer (DWH),"sql, postgresql",От 3 до 6 лет,Высшее образование,Data Engineer
11b05845,Старший разработчик ETL процессов ( Data Engineer),"python, sql, postgresql",От 3 до 6 лет,Высшее образование,Data Engineer
405f3fba,Middle QA Engineer,"python, java, javascript, mongodb, ci/cd, data science, cypress",От 1 года до 3 лет,Высшее образование,QA Engineer
2985f7fb,Test Automation Engineer | SDET | Middle+ | Python,"python, kubernetes, ci/cd",От 3 до 6 лет,Высшее образование,Backend Developer
a7db32eb,AI Engineer (Backend / Python),"python, fastapi, django, postgresql, redis, docker, numpy, scikit-learn",От 3 до 6 лет,Студент,Backend Developer
0bc1dd19,Senior ML Engineer (LLM / RAG),"python, fastapi, sql, elasticsearch, docker, ci/cd, ml",От 3 до 6 лет,Высшее образование,Data Scientist
1835c781,Middle Data Engineer (Lakehouse / Big Data),"python, sql, postgresql",От 3 до 6 лет,Студент,Data Engineer
f73e1b92,Middle Data Engineer (Отдел развития и внедрения AI),"python, sql, postgresql, kafka, ml, data science, pandas",От 3 до 6 лет,Высшее образование,Data Engineer
be89b5a9,Middle Data Engineer,"sql, postgresql",От 1 года до 3 лет,Студент,Data Engineer
3808b032,Data Engineer,"python, fastapi, sql, docker",От 1 года до 3 лет,Высшее образование,Data Engineer
e3e52460,Middle Data Engineer,"sql, postgresql",От 1 года до 3 лет,Высшее образование,Data Engineer
63b5bab6,Data Engineer (Insurance / Finance),"python, sql, postgresql, kafka",От 3 до 6 лет,Среднее образование,Data Engineer
dde603a1,Junior DevOps Engineer (Azure),"python, javascript, typescript, php, sql, postgresql, mysql, mongodb, redis, docker, kubernetes, ci/cd, git, bash, ansible, terraform, html",От 1 года до 3 лет,Студент,DevOps Engineer
1e3b9ac7,Senior Machine Learning Engineer,"python, fastapi, sql, postgresql, redis, docker, kubernetes, ci/cd, git, machine learning, ml, data science",От 3 до 6 лет,Высшее образование,Data Scientist
cd5f580d,Senior Backend Engineer (Laravel / Event-Driven / High Load),"php, mysql, redis, kafka, docker",От 3 до 6 лет,Среднее образование,Backend Developer
992a3feb,Data Engineer (Analytics),"python, sql, postgresql, mysql, pandas, numpy",От 3 до 6 лет,Высшее образование,Data Engineer
ec7d6acd,Data engineer (Middle),"python, sql, postgresql, redis, kafka, docker, git, linux, ml",От 1 года до 3 лет,Студент,Data Engineer
a210387f,Senior Data Engineer (Greenplum),"sql, kafka, ml",Более 6 лет,Студент,Data Engineer
6473abc8,Data Engineer,"python, sql, rabbitmq, docker, k8s, git, pandas",От 3 до 6 лет,Среднее образование,Data Engineer
5a2c0c50,Data Engineer в Направление системного анализа,sql,От 3 до 6 лет,Среднее образование,Data Engineer
98dd1c19,DevOps Engineer,"python, php, mysql, docker, ci/cd, linux, bash, ansible",От 3 до 6 лет,Среднее образование,DevOps Engineer
b89c6ea2,Senior Data Engineer,"sql, ml",Более 6 лет,Высшее образование,Data Engineer
4eeb9560,Middle ML engineer,"python, fastapi, postgresql, redis, kafka, docker, ml, pytorch",От 3 до 6 лет,Среднее образование,Data Scientist
89af44cd,Analytics Data Engineer (DWH / BI Platform) Middle+ / Senior,"sql, kafka",От 3 до 6 лет,Высшее образование,Data Engineer
59737e43,Data Scientist,"python, fastapi, sql, docker, git, ml, data science, pandas, numpy, scikit-learn, pytorch, tensorflow",От 3 до 6 лет,Высшее образование,Data Scientist
caa3c094,Data Engineer,"python, sql, postgresql, ml, pandas",От 3 до 6 лет,Высшее образование,Data Engineer
933ef6fd,DevOps Engineer/L2,"mysql, mongodb, redis, kafka, rabbitmq, kubernetes, ci/cd, linux",Более 6 лет,Высшее образование,DevOps Engineer
a283b82d,Middle Machine Learning Engineer – Financial Applications,"python, machine learning, data science, scikit-learn, pytorch",От 3 до 6 лет,Студент,Data Scientist
e2c6ee89,Full-Stack Developer (Middle),"java, javascript, go, vue, spring, sql, postgresql, mysql, docker, ci/cd, git",От 3 до 6 лет,Студент,Full Stack Developer
b41a5d7a,Full-Stack Developer (Python / TypeScript),"python, typescript, react, fastapi, sql, postgresql, redis, kafka, docker, kubernetes, ci/cd, ml, tailwind",От 3 до 6 лет,Среднее образование,Full Stack Developer
ffcf0f88,General/Full-Stack QA - specialist,"javascript, docker, ci/cd, figma",От 3 до 6 лет,Среднее образование,Full Stack Developer
27a0beda,Full-stack разработчик (Middle),"python, fastapi, django, git",От 1 года до 3 лет,Высшее образование,Full Stack Developer
1a93b92b,Full Stack developer (Back - Node/ Front - React),"javascript, react, express, postgresql, kafka",От 3 до 6 лет,Высшее образование,Full Stack Developer
ad9ce5b0,Видеограф / Motion-дизайнер (Full-stack контент-мейкер),figma,От 1 года до 3 лет,Среднее образование,Full Stack Developer
599d47f8,Fullstack PHP-разработчик,"javascript, php, vue, nuxt, sql, mysql, redis, elasticsearch, git",От 1 года до 3 лет,Высшее образование,Backend Developer
d7acf1d3,Senior Frontend Developer в Kaspi Delivery Team (в офисе),"javascript, typescript, react, vue, nuxt, docker, ci/cd, cypress, jest",Более 6 лет,Высшее образование,Frontend Developer
dd2f7b53,Frontend-разработчик,"javascript, typescript, react, angular, git, ui/ux",От 3 до 6 лет,Среднее образование,Frontend Developer
46b9fd0a,Full-Stack Инженер,"javascript, typescript, react, express, sql, postgresql, mysql, docker, ci/cd, git",От 3 до 6 лет,Среднее образование,Full Stack Developer
2cb0c305,Full Stack разработчик (Python / FastAPI + React),"python, react, fastapi, sql, postgresql, redis, kafka, rabbitmq, docker, ci/cd",От 1 года до 3 лет,Высшее образование,Full Stack Developer
a5359e59,Fullstack-разработчик (Java),"java, react, vue",От 1 года до 3 лет,Студент,Backend Developer
6bc89bb9,"Разработчик (флуттер), Отдел по проекту QazaqGaz","postgresql, mysql, git",От 1 года до 3 лет,Высшее образование,QA Engineer
ef0b8a5c,Fullstack разработчик (Java/Kotlin + Angular),"java, typescript, react, angular, spring, postgresql, redis, docker, kubernetes",От 3 до 6 лет,Среднее образование,Mobile Developer
f858a9b8,"Frontend developer (React, middle+/senior)","javascript, typescript, react, ci/cd",От 3 до 6 лет,Среднее образование,Frontend Developer
8c29e2bb,Middle Backend Developer (NodeJS),"javascript, typescript, react, express, postgresql, mongodb, redis, docker, ci/cd, git, data science",От 3 до 6 лет,Среднее образование,Backend Developer
27790ba0,Frontend-разработчик,"javascript, react, git",От 1 года до 3 лет,Среднее образование,Frontend Developer
496cbc66,Full Stack Test Engineer Trainee,sql,Более 6 лет,Среднее образование,Full Stack Developer
fb15c151,Senior Full Stack Developer / Product Engineer,"python, javascript, typescript, php, react, vue, postgresql, mysql",От 3 до 6 лет,Высшее образование,Full Stack Developer
421f5086,"Tech Lead / Full Stack Lead (MedusaJS, Node.js, React)","javascript, react, express, postgresql, redis, kafka, rabbitmq, ci/cd",От 3 до 6 лет,Высшее образование,Full Stack Developer
057f2019,Senior Full-stack Developer,"javascript, typescript, go, react, sql, kafka, docker, kubernetes, ci/cd",От 1 года до 3 лет,Студент,Full Stack Developer
9164a961,Middle/Senior Full-Stack Developer (C# / JS),"javascript, .net, vue",От 1 года до 3 лет,Студент,Full Stack Developer
f3d9874f,"Full stack разработчик веб приложений, сайтов и мобильных приложений","javascript, html, css",От 3 до 6 лет,Высшее образование,Full Stack Developer
b3550b12,"Tech Lead / Lead JavaScript AR Developer (A‑Frame / Three.js, React, Next.js, Node.js, Go)","javascript, go, react, docker, ci/cd, git, html, css",От 1 года до 3 лет,Высшее образование,Frontend Developer
862deb4e,Senior Typescript/Node JS разработчик,"javascript, typescript, react, express, postgresql, docker, html, css, tailwind",Более 6 лет,Высшее образование,Backend Developer
b3422416,Backend-разработчик (midle/junior/стажёр),"python, javascript, react, vue, git, html, css",От 1 года до 3 лет,Высшее образование,Backend Developer
fbb104f7,Support / DevOps Engineer,"python, javascript, typescript, react, express, sql, postgresql, docker, git, linux, bash",От 1 года до 3 лет,Студент,DevOps Engineer
255a1f0f,FullStack - разработчик 1C-Bitrix CMS | WP | JS | PHP,"javascript, php, vue, sql, mysql, git, html, css",От 1 года до 3 лет,Среднее образование,Backend Developer
6d66c476,Senior Developer (Flutter / Laravel / React),"javascript, react",От 1 года до 3 лет,Высшее образование,Mobile Developer
00845eda,Full-Stack Developer,"javascript, typescript, react",От 1 года до 3 лет,Высшее образование,Full Stack Developer
fe07a1c8,Middle Full-Stack Developer Web Platform,"javascript, typescript, react, vue, express, postgresql, mongodb, docker, ci/cd, git",От 3 до 6 лет,Высшее образование,Full Stack Developer
cb9bee5e,"Full-stack разработчик (AI / ChatGPT, мобильное приложение)","python, javascript",От 1 года до 3 лет,Студент,Full Stack Developer
