job_id,job_title,skills,experience_level,education_level,label,source,is_custom
764164db,Junior Frontend Developer Angular,"angular, jest",От 3 до 6 лет,Not Specified,Frontend Developer,hh,no
a6f26bda,PHP-разработчик (Middle),"java, php, sql, git, linux",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
adc01544,Senior Python Developer,"python, fastapi, sql, docker, kubernetes, ci/cd",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
91166b04,Test Automation Engineer | SDET | Middle+ | Python,"python, kubernetes, ci/cd",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
05900a9d,Middle Golang разработчик,"go, golang, sql, postgresql, docker, kubernetes, ci/cd, git, linux",Более 6 лет,Not Specified,Backend Developer,hh,no
0e3e21f2,Full-Stack Developer,"javascript, typescript, react",От 1 года до 3 лет,Not Specified,Full Stack Developer,hh,no
bf2bedf1,WEB-разработчик (PHP/Laravel),"php, sql, postgresql, mysql, docker, git",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
6d747990,Ведущий Frontend-разработчик,"java, javascript, typescript, react",От 1 года до 3 лет,Высшее образование,Frontend Developer,hh,no
a58666cf,Middle C# developer,".net, rabbitmq, git",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
7b913596,Backend-разработчик (Java),"java, spring, sql, kafka, rabbitmq, docker, kubernetes, ci/cd",Без опыта,Not Specified,Backend Developer,hh,no
1e291e27,Эксперт Angular developer,"javascript, typescript, angular, git, html, css, figma",Более 6 лет,Not Specified,Frontend Developer,hh,no
0ed9ea6b,C#/. NET-разработчик,".net, angular, sql, postgresql, git",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
4ccaf95c,QA Manual Trainee,sql,Более 6 лет,Not Specified,QA Engineer,hh,no
cd217881,Frontend-разработчик,"javascript, typescript, react, docker, ci/cd, git, tailwind",От 1 года до 3 лет,Not Specified,Frontend Developer,hh,no
eeef38e1,Senior Full-stack Developer,"javascript, typescript, go, react, sql, kafka, docker, kubernetes, ci/cd",От 3 до 6 лет,Not Specified,Full Stack Developer,hh,no
6924992f,C# Developer (Revit API / BIM Automation),"python, git",Без опыта,Not Specified,Backend Developer,hh,no
8ee08f51,Frontend-разработчик (middle),"javascript, typescript, vue, css, sass",От 1 года до 3 лет,Not Specified,Frontend Developer,hh,no
70e65c7c,Веб-разработчик PHP,"javascript, php, postgresql, mysql, redis, elasticsearch, docker, ci/cd, git, linux",Более 6 лет,Not Specified,Backend Developer,hh,no
e1247bd1,"Frontend middle программист/разработчик (Vue2,3)","javascript, vue, html, css",Более 6 лет,Not Specified,Frontend Developer,hh,no
75425bc1,Эксперт data engineer,"sql, kafka",Более 6 лет,Not Specified,Data Engineer,hh,no
26556d74,Middle PHP / Laravel разработчик,"php, mysql, redis, docker, git, linux",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
60f73da8,Backend Developer (Senior),"php, postgresql, mysql, redis",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
3bc9f792,Backend Developer (Kotlin) in Kazakhstan,"java, spring, sql, postgresql, redis, kafka, docker, kubernetes, ci/cd, git",Без опыта,Not Specified,Mobile Developer,hh,no
eaa4bdce,Senior Backend Developer (Go),"javascript, go, mysql, mongodb, kubernetes",Более 6 лет,Not Specified,Backend Developer,hh,no
f13b16f2,Frontend-разработчик Angular,"javascript, angular",Без опыта,Высшее образование,Frontend Developer,hh,no
f7b9270f,Middle Backend Developer (NodeJS),"javascript, express, postgresql, mongodb, redis, docker",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
f6fb42d6,Senior Backend Разработчик (Go + PHP),"go, php, sql, postgresql, redis, kafka, rabbitmq",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
7ee56772,Backend-разработчик,"php, sql, redis, docker, ci/cd, git",Без опыта,Not Specified,Backend Developer,hh,no
ad0c7ed8,PHP Trainee,php,От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
b6ab2e97,Python-разработчик,"python, redis",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
8c72d22b,Frontend-разработчик (верстка),"javascript, php, git, figma",От 3 до 6 лет,Not Specified,Frontend Developer,hh,no
8b3be82c,Middle/Middle+ PHP Developer,"go, php, postgresql, mysql, kafka, rabbitmq, docker, ci/cd, git, ansible",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
23293946,"Senior Backend Developer (Java/Kotlin, Spring, Microservices)","java, spring, sql, postgresql, redis, kafka, docker, kubernetes, ci/cd",От 3 до 6 лет,Not Specified,Mobile Developer,hh,no
52a2b693,Kotlin Developer,"java, spring, sql, postgresql, redis, kafka, docker, kubernetes, ci/cd, git",Более 6 лет,Not Specified,Mobile Developer,hh,no
8a95ab26,Middle developer (DWH),"sql, postgresql",Без опыта,Not Specified,Data Engineer,hh,no
c9e51808,Middle+ / Senior C#. NET Разработчик,".net, sql, postgresql, ci/cd, git, linux",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
bdbd0a22,IOS разработчик (Middle),"ci/cd, git",От 3 до 6 лет,Not Specified,Mobile Developer,hh,no
80d1f686,Ruby on Rails Middle Developer,"javascript, typescript, ruby, react, angular, sql, docker, html",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
cbf3ad1f,Старший разработчик ETL процессов ( Data Engineer),"python, sql, postgresql",От 3 до 6 лет,Not Specified,Data Engineer,hh,no
770f332d,Middle C# Developer,"javascript, ci/cd, git, html, css",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
64d2e6ec,Разработчик PHP / Старший разработчик PHP/ Ведущий разработчик PHP (ДЦКЗ),ci/cd,От 1 года до 3 лет,Высшее образование,Backend Developer,hh,no
66c7c735,C#/.NET-разработчик,sql,Более 6 лет,Not Specified,Backend Developer,hh,no
ea538cac,Fullstack PHP-разработчик,"javascript, php, vue, nuxt, sql, mysql, redis, elasticsearch, git",Без опыта,Not Specified,Backend Developer,hh,no
bf053064,Java-разработчик (Middle),"java, spring, sql, postgresql, redis, kafka, rabbitmq, docker, kubernetes, ci/cd, git, linux",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
d4a99df6,Senior .NET Developer,".net, mysql",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
37cad003,"Frontend developer (React, middle+/senior)","javascript, typescript, react, ci/cd",От 1 года до 3 лет,Not Specified,Frontend Developer,hh,no
25b155c3,Главный разработчик Java,"java, sql, docker",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
51504527,Frontend разработчик (Middle),"javascript, typescript, react, ci/cd, html, css",От 1 года до 3 лет,Not Specified,Frontend Developer,hh,no
0dee2a68,Backend-разработчик,"javascript, php, vue, nuxt, mysql, redis, docker, ci/cd, git",Более 6 лет,Not Specified,Backend Developer,hh,no
0808768e,Java-разработчик,"java, git",Без опыта,Not Specified,Backend Developer,hh,no
d1f160e5,Senior Frontend Developer в Kaspi Delivery Team (в офисе),"javascript, typescript, react, vue, nuxt, docker, ci/cd, cypress, jest",От 1 года до 3 лет,Not Specified,Frontend Developer,hh,no
f972a31c,Java Developer,"java, spring, sql, mongodb, kafka, rabbitmq, docker, kubernetes, ci/cd",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
1b973ae3,Middle Java-разработчик,"java, spring, sql, postgresql, mongodb, redis, kafka, docker, kubernetes, ci/cd",Более 6 лет,Not Specified,Backend Developer,hh,no
c3922ac2,Backend Developer (Go) + Python (Senior),"python, go, postgresql, redis, kafka, docker, kubernetes, ci/cd",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
f20dd4ab,"Ведущий Backend разработчик (Java, Go)","java, go, spring, sql, redis, kafka, kubernetes",От 3 до 6 лет,Высшее образование,Backend Developer,hh,no
f7c7898b,"Senior Java Developer, AWS","java, kafka",Без опыта,Not Specified,Backend Developer,hh,no
551cc537,QA manual,"sql, ci/cd, git, linux, ui/ux",Более 6 лет,Not Specified,QA Engineer,hh,no
e5475fe6,"Senior backend-разработчик (Python, PHP)","python, php, fastapi, sql, mysql",Без опыта,Not Specified,Backend Developer,hh,no
0eff12ea,Full Stack developer (Back - Node/ Front - React),"javascript, react, express, postgresql, kafka",От 1 года до 3 лет,Not Specified,Full Stack Developer,hh,no
af7febc7,PHP Developer,"javascript, php, react, vue, postgresql, mysql, mongodb, elasticsearch, rabbitmq, docker, git",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
79e73335,Python Developer,"python, go, sql, docker, kubernetes, ci/cd",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
8077ef25,Middle Frontend разработчик (React),"typescript, react",От 1 года до 3 лет,Высшее образование,Frontend Developer,hh,no
1d88497d,PHP-разработчик,"javascript, php, react, vue, mysql, redis, git, bash, html, css",Более 6 лет,Высшее образование,Backend Developer,hh,no
d50ede51,Системный администратор/инженер технической поддержки (IT Infrastructure & Retail Solutions),"python, postgresql, mysql, linux, bash",От 1 года до 3 лет,Высшее образование,DevOps Engineer,hh,no
ea26af50,Junior IT Engineer / Python Developer (Video Surveillance),"python, linux",От 1 года до 3 лет,Not Specified,Backend Developer,hh,no
76c77700,Senior специалист по информационной безопасности (IT Security),"postgresql, redis, docker, kubernetes, ci/cd, linux",Более 6 лет,Not Specified,Cybersecurity Analyst,hh,no
bb0bc545,IOS Trainee,git,От 1 года до 3 лет,Not Specified,Mobile Developer,hh,no
b1279c9e,Middle IOS разработчик,ci/cd,От 1 года до 3 лет,Not Specified,Mobile Developer,hh,no
455f5d46,Senior IOS разработчик,"sql, ci/cd, ui/ux",От 1 года до 3 лет,Not Specified,Mobile Developer,hh,no
90c7a29b,Mobile Developer (Swift / iOS),"ci/cd, git, ui/ux",От 1 года до 3 лет,Not Specified,Mobile Developer,hh,no
7eb0183e,Middle IOS разработчик,"ci/cd, git, ui/ux",Более 6 лет,Not Specified,Mobile Developer,hh,no
94ac4b02,Аналитик данных,"sql, git",Без опыта,Высшее образование,Data Analyst,hh,no
38420f31,Аналитик данных,"sql, kafka",Более 6 лет,Not Specified,Data Analyst,hh,no
6f17d832,Data Analyst,"python, sql, machine learning",От 1 года до 3 лет,Not Specified,Data Analyst,hh,no
0cb493ee,Middle/Senior Data analyst в Kaspi shop,"python, sql, ml",Без опыта,Not Specified,Data Analyst,hh,no
64c53316,Старший аналитик данных,"python, sql",От 3 до 6 лет,Not Specified,Data Analyst,hh,no
3144057c,Аналитик данных (Product / Data Analyst) ОФ IQanat,"python, sql, git, pandas, numpy, html, css",Более 6 лет,Not Specified,QA Engineer,hh,no
bb29d87d,Junior Data Analyst,sql,Более 6 лет,Not Specified,Data Analyst,hh,no
f4afa8af,Аналитик данных в Департамент цифровизации проектов,"python, sql, pandas, numpy, scikit-learn",Более 6 лет,Not Specified,Data Analyst,hh,no
1ab1a802,Data Analytics Manager (DWH/BI),sql,Более 6 лет,Not Specified,Data Engineer,hh,no
ead72675,"Аналитик данных (Power BI, финансы/банки)","sql, git",От 1 года до 3 лет,Not Specified,Data Analyst,hh,no
7b948202,Manager / Data Engineer / Analyst,sql,Более 6 лет,Not Specified,Data Engineer,hh,no
c7e9ef93,Marketing Data Analyst/Маркетинговый аналитик,"python, sql",Более 6 лет,Not Specified,Data Analyst,hh,no
1a9ee7c5,Data Engineer,"python, fastapi, sql, docker",От 1 года до 3 лет,Not Specified,Data Engineer,hh,no
2cd03af4,Junior Data Analyst,"python, sql, pandas, numpy",От 1 года до 3 лет,Not Specified,Data Analyst,hh,no
3d3343a0,Commercial Data Analyst,sql,От 1 года до 3 лет,Not Specified,Data Analyst,hh,no
2c51bf68,Senior Data Analyst,sql,От 1 года до 3 лет,Not Specified,Data Analyst,hh,no
5d7a7355,Аналитик данных,sql,От 1 года до 3 лет,Not Specified,Data Analyst,hh,no
26afed77,BI-аналитик,sql,Более 6 лет,Not Specified,Data Analyst,hh,no
2b2adf55,Senior Data Analyst,"python, sql, ci/cd",Без опыта,Высшее образование,Data Analyst,hh,no
222d0825,Middle Data analyst (Лаборатория продуктов),"python, sql",Без опыта,Not Specified,Data Analyst,hh,no
425b1f17,BI-аналитик,"python, sql, postgresql, mysql",Более 6 лет,Not Specified,Data Analyst,hh,no
68124921,Data Engineer,"python, go, sql, redis, kafka",От 1 года до 3 лет,Not Specified,Data Engineer,hh,no
9726de57,Senior Data Engineer,"sql, mysql, kafka, kubernetes",Без опыта,Not Specified,Data Engineer,hh,no
d33d1dcb,Аналитик данных,sql,От 3 до 6 лет,Высшее образование,Data Analyst,hh,no
a18bad59,Data Engineer,"python, sql, postgresql",От 3 до 6 лет,Not Specified,Data Engineer,hh,no
33496c37,Analytics Data Engineer (DWH / BI Platform) Middle+ / Senior,"sql, kafka",От 3 до 6 лет,Not Specified,Data Engineer,hh,no
99e3bce8,Middle Data Engineer,"sql, postgresql",От 1 года до 3 лет,Not Specified,Data Engineer,hh,no
7c4755f7,Data analyst,sql,От 1 года до 3 лет,Not Specified,Data Analyst,hh,no
b90ff33c,Data Analyst,sql,Более 6 лет,Not Specified,Data Analyst,hh,no
10dbc201,Главный аналитик Управления внутренней безопасности,"sql, data science",Без опыта,Высшее образование,Cybersecurity Analyst,hh,no
3d5d4687,Data Engineer (Insurance / Finance),"python, sql, postgresql, kafka",От 3 до 6 лет,Not Specified,Data Engineer,hh,no
cac40898,Senior Data Analyst (Data Governance),"sql, postgresql",От 1 года до 3 лет,Not Specified,Data Analyst,hh,no
76785717,QA Engineer (SaaS / EdTech),ci/cd,От 3 до 6 лет,Not Specified,QA Engineer,qyzmet,no
4aeca10b,QA Engineer in Almaty,sql,От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
1271d5ff,QA Engineer,"sql, postgresql",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
0aa9c402,Mobile QA Engineer (Middle),"java, ci/cd",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
cc25e87d,Manual QA Engineer (ELMA 365),"typescript, sql, postgresql",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
4db5d0ea,AQA Python engineer,"python, postgresql, mongodb, kafka, ci/cd, git",От 3 до 6 лет,Not Specified,QA Engineer,qyzmet,no
31840ffa,QA Automation Engineer (Kotlin\Java),"java, ci/cd, git",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
ad74f893,Middle QA Engineer,"python, java, javascript, mongodb, ci/cd, data science, cypress",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
40b4d6c0,QA Engineer (gamedev),"git, linux",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
e6e3d060,QA engineer,"ci/cd, ml",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
a403fcf2,Support & QA Engineer,sql,От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
a50a395f,QA Automation Engineer в офис Алматы,"javascript, ci/cd, git, linux",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
3231e21d,Middle QA Engineer,"python, sql, postgresql, ci/cd",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
e24ae42c,Тестировщик (QA Engineer) сектора аутстаффинга Департамента ИСЭЗ,sql,От 1 года до 3 лет,Высшее образование,QA Engineer,qyzmet,no
50f1227f,QA engineer (Middle/Team Lead),"python, javascript, sql, docker, ci/cd, git",От 3 до 6 лет,Not Specified,QA Engineer,qyzmet,no
a173a65e,QA-инженер,"sql, ci/cd, cypress",От 3 до 6 лет,Not Specified,QA Engineer,qyzmet,no
39ff64b7,QA-инженер,"sql, postgresql",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
2bfe365e,QA инженер,"sql, git",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
fb5a166d,Full Stack Test Engineer Trainee,sql,От 1 года до 3 лет,Not Specified,Full Stack Developer,qyzmet,no
3f6b07a5,QA инженер (Middle),"sql, postgresql, git",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
131253f2,Manual QA Engineer,"sql, git",От 3 до 6 лет,Not Specified,QA Engineer,qyzmet,no
d57c1523,"QA Engineer (onsite, Almaty)","sql, ci/cd",От 3 до 6 лет,Not Specified,QA Engineer,qyzmet,no
b755eb3c,Manual QA Engineer (Junior),git,От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
ece5c65f,QA Engineer (Middle),"python, typescript, react, fastapi, sql, postgresql, docker, ci/cd, git",От 3 до 6 лет,Not Specified,QA Engineer,qyzmet,no
5b0ab852,Инженер-тестировщик (QA engineer),linux,От 1 года до 3 лет,Высшее образование,QA Engineer,qyzmet,no
29b2ee02,QA Engineer Junior (Mobile),mysql,От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
07b455f5,Программист-тестировщик (QA Engineer),"python, java, javascript",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
ac967f3c,QA Automation Engineer (JavaScript),"javascript, cypress, jest",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
cc52da37,1. QA Automation Engineer (Banking / Mobile / API),"python, java, sql, ci/cd, git",От 3 до 6 лет,Not Specified,QA Engineer,qyzmet,no
3a5ff862,QA инженер Middle/Middle+,"python, sql, postgresql, ci/cd",От 3 до 6 лет,Not Specified,QA Engineer,qyzmet,no
c4855ec7,Manual QA инженер (Офис),"java, javascript, sql, html, css",От 3 до 6 лет,Not Specified,QA Engineer,qyzmet,no
5f6eb415,Manual QA инженер (Middle),".net, sql, postgresql, redis, kafka, ci/cd",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
a7e4c8c4,Manual QA Engineer / Quality Assurance / Тестировщик,"sql, kafka, ci/cd",От 3 до 6 лет,Not Specified,QA Engineer,qyzmet,no
cdcd8972,Automation QA Senior Engineer,"java, ci/cd",От 3 до 6 лет,Not Specified,QA Engineer,qyzmet,no
6e17bbb3,Automation QA Middle Engineer,"python, javascript, sql, ci/cd",От 3 до 6 лет,Not Specified,QA Engineer,qyzmet,no
9ecb5dca,Middle QA Engineer,"sql, docker, ci/cd, git, linux, figma",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
730f7390,QA Engineer (Middle+),"kubernetes, ci/cd, cypress",От 3 до 6 лет,Not Specified,QA Engineer,qyzmet,no
65ae36e3,QA Automation Engineer (Mobile),"javascript, sql, git",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
9b8777f2,QA Engineer,"java, ci/cd, git",От 3 до 6 лет,Not Specified,QA Engineer,qyzmet,no
4699cf99,QA Engineer,"python, java, javascript",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
bd29d1e1,Senior QA Test Automation Engineer,"java, sql, ci/cd",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
c8712fa4,Backend Developer (Kotlin) in Kazakhstan,"java, spring, sql, postgresql, redis, kafka, docker, kubernetes, ci/cd, git",От 3 до 6 лет,Not Specified,Mobile Developer,qyzmet,no
e9b62f37,Mobile Developer (Flutter) + UI/UX (Senior),"ci/cd, ui/ux",От 3 до 6 лет,Not Specified,Mobile Developer,qyzmet,no
ea010571,Python Developer,"python, go, sql, docker, kubernetes, ci/cd",От 3 до 6 лет,Not Specified,Backend Developer,qyzmet,no
dc345b2d,Java Developer in Almaty,"java, spring, sql, postgresql, mysql, redis, kafka, rabbitmq, docker, kubernetes, ci/cd, git, linux",От 1 года до 3 лет,Not Specified,Backend Developer,qyzmet,no
978bb5d3,Frontend-разработчик (Senior) Freedom AI Labs,"javascript, typescript, react, docker, kubernetes, ci/cd, css, tailwind",От 3 до 6 лет,Not Specified,Frontend Developer,qyzmet,no
62fbbb22,Mobile Developer (React Native),"typescript, react, ci/cd, git",От 3 до 6 лет,Not Specified,Mobile Developer,qyzmet,no
b22fb50d,Senior Developer (Flutter / Laravel / React),"javascript, react",От 1 года до 3 лет,Not Specified,Mobile Developer,qyzmet,no
d116a513,Junior Frontend Developer (Angular),"javascript, typescript, angular, git, css, sass, tailwind",От 1 года до 3 лет,Not Specified,Frontend Developer,qyzmet,no
0e14ed6c,Senior Fullstack Developer (Java / React),"java, javascript, react, spring, postgresql, redis, docker, ci/cd, figma",От 3 до 6 лет,Высшее образование,Frontend Developer,qyzmet,no
c28581f7,Программист Mobile Developer,"javascript, react, ci/cd, git",От 1 года до 3 лет,Not Specified,Mobile Developer,qyzmet,no
cbe9ce42,Mobile Developer (Swift / iOS),"ci/cd, git, ui/ux",От 3 до 6 лет,Not Specified,Mobile Developer,qyzmet,no
675def8a,Mobile Developer (Kotlin / Android),"ci/cd, git, figma, ui/ux",От 3 до 6 лет,Not Specified,Mobile Developer,qyzmet,no
dd5ff9fa,Android-разработчик,"java, ci/cd, git",От 1 года до 3 лет,Not Specified,Mobile Developer,qyzmet,no
5856b6cc,Kotlin Developer,"java, spring, sql, postgresql, redis, kafka, docker, kubernetes, ci/cd, git",От 3 до 6 лет,Not Specified,Mobile Developer,qyzmet,no
01ad7c48,Middle React Native Developer,"javascript, typescript, react, ci/cd",От 3 до 6 лет,Not Specified,Frontend Developer,qyzmet,no
b4cc2f2e,Full-Stack Engineer (JavaScript/PHP),"javascript, php, sql, ci/cd",От 3 до 6 лет,Not Specified,Full Stack Developer,qyzmet,no
f3e9fe26,React Native Senior Developer,"java, react, ci/cd, html, css, jest",От 3 до 6 лет,Not Specified,Frontend Developer,qyzmet,no
2e9529f8,Data Engineer,"python, fastapi, sql",От 3 до 6 лет,Not Specified,Data Engineer,qyzmet,no
0f67c7c9,Data Engineer,"postgresql, mysql, mongodb, kafka",От 3 до 6 лет,Not Specified,Data Engineer,qyzmet,no
fd7d9e7b,Data Engineer,"python, go, sql, redis, kafka",От 1 года до 3 лет,Not Specified,Data Engineer,qyzmet,no
0805344b,QA Automation Engineer (Kotlin\Java),"java, ci/cd, git",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
49c83690,MLOps/DevOps Specialist,"python, docker, kubernetes, ci/cd, linux, bash, ansible, terraform, ml, data science",От 1 года до 3 лет,Not Specified,Data Scientist,qyzmet,no
13d77330,Senior Data Engineer,"sql, mysql, kafka, kubernetes",От 3 до 6 лет,Not Specified,Data Engineer,qyzmet,no
7efa7e9f,Data engineer,"sql, kafka",От 3 до 6 лет,Not Specified,Data Engineer,qyzmet,no
9d38f7bb,Главный Data Engineer,sql,От 1 года до 3 лет,Not Specified,Data Engineer,qyzmet,no
84c6b726,Эксперт data engineer,"sql, kafka",От 3 до 6 лет,Not Specified,Data Engineer,qyzmet,no
4d752904,DevOps Engineer,"docker, kubernetes, ci/cd, linux, ansible, terraform",От 3 до 6 лет,Not Specified,DevOps Engineer,qyzmet,no
496083d6,Senior AI / ML Engineer (Applied AI Systems Lead),"python, fastapi, sql, docker, kubernetes, ml, pandas",От 3 до 6 лет,Not Specified,Data Scientist,qyzmet,no
39747052,Data Engineer,"python, sql, postgresql",От 1 года до 3 лет,Not Specified,Data Engineer,qyzmet,no
616ee735,Middle Data Engineer,"python, fastapi, sql, postgresql, docker, ci/cd, git, pandas",От 1 года до 3 лет,Высшее образование,Data Engineer,qyzmet,no
9eecace8,Data Engineer / BI Engineer,"python, sql, postgresql, kafka, rabbitmq",От 1 года до 3 лет,Not Specified,Data Engineer,qyzmet,no
bf970cd5,Manager / Data Engineer / Analyst,sql,От 1 года до 3 лет,Not Specified,Data Engineer,qyzmet,no
5bb8127f,Data Engineer (DWH),"sql, postgresql",От 3 до 6 лет,Not Specified,Data Engineer,qyzmet,no
d84470aa,Старший разработчик ETL процессов ( Data Engineer),"python, sql, postgresql",От 3 до 6 лет,Not Specified,Data Engineer,qyzmet,no
7fb060ea,Middle QA Engineer,"python, java, javascript, mongodb, ci/cd, data science, cypress",От 1 года до 3 лет,Not Specified,QA Engineer,qyzmet,no
309d67ae,Test Automation Engineer | SDET | Middle+ | Python,"python, kubernetes, ci/cd",От 3 до 6 лет,Not Specified,Backend Developer,qyzmet,no
1342c9e7,AI Engineer (Backend / Python),"python, fastapi, django, postgresql, redis, docker, numpy, scikit-learn",От 3 до 6 лет,Not Specified,Backend Developer,qyzmet,no
6f17642b,Senior ML Engineer (LLM / RAG),"python, fastapi, sql, elasticsearch, docker, ci/cd, ml",От 3 до 6 лет,Not Specified,Data Scientist,qyzmet,no
e2681071,Middle Data Engineer (Lakehouse / Big Data),"python, sql, postgresql",От 3 до 6 лет,Not Specified,Data Engineer,qyzmet,no
0ca2defd,Middle Data Engineer (Отдел развития и внедрения AI),"python, sql, postgresql, kafka, ml, data science, pandas",От 3 до 6 лет,Not Specified,Data Engineer,qyzmet,no
6ee95fa4,Middle Data Engineer,"sql, postgresql",От 1 года до 3 лет,Not Specified,Data Engineer,qyzmet,no
e67cc8a1,Data Engineer,"python, fastapi, sql, docker",От 1 года до 3 лет,Not Specified,Data Engineer,qyzmet,no
f0faf3ab,Middle Data Engineer,"sql, postgresql",От 1 года до 3 лет,Not Specified,Data Engineer,qyzmet,no
4c5ccb93,Data Engineer (Insurance / Finance),"python, sql, postgresql, kafka",От 3 до 6 лет,Not Specified,Data Engineer,qyzmet,no
0e25a08f,Junior DevOps Engineer (Azure),"python, javascript, typescript, php, sql, postgresql, mysql, mongodb, redis, docker, kubernetes, ci/cd, git, bash, ansible, terraform, html",От 1 года до 3 лет,Not Specified,DevOps Engineer,qyzmet,no
d5986432,Senior Machine Learning Engineer,"python, fastapi, sql, postgresql, redis, docker, kubernetes, ci/cd, git, machine learning, ml, data science",От 3 до 6 лет,Not Specified,Data Scientist,qyzmet,no
2779d410,Senior Backend Engineer (Laravel / Event-Driven / High Load),"php, mysql, redis, kafka, docker",От 3 до 6 лет,Not Specified,Backend Developer,qyzmet,no
4d1b8519,Data Engineer (Analytics),"python, sql, postgresql, mysql, pandas, numpy",От 3 до 6 лет,Not Specified,Data Engineer,qyzmet,no
e1e72238,Data engineer (Middle),"python, sql, postgresql, redis, kafka, docker, git, linux, ml",От 1 года до 3 лет,Not Specified,Data Engineer,qyzmet,no
71d0c18f,Senior Data Engineer (Greenplum),"sql, kafka, ml",Более 6 лет,Not Specified,Data Engineer,qyzmet,no
b0ef59ba,Data Engineer,"python, sql, rabbitmq, docker, k8s, git, pandas",От 3 до 6 лет,Not Specified,Data Engineer,qyzmet,no
0dab665f,Data Engineer в Направление системного анализа,sql,От 3 до 6 лет,Not Specified,Data Engineer,qyzmet,no
27059c39,DevOps Engineer,"python, php, mysql, docker, ci/cd, linux, bash, ansible",От 3 до 6 лет,Not Specified,DevOps Engineer,qyzmet,no
d7e67dd1,Senior Data Engineer,"sql, ml",Более 6 лет,Not Specified,Data Engineer,qyzmet,no
27646e5a,Middle ML engineer,"python, fastapi, postgresql, redis, kafka, docker, ml, pytorch",От 3 до 6 лет,Not Specified,Data Scientist,qyzmet,no
f517c4be,Analytics Data Engineer (DWH / BI Platform) Middle+ / Senior,"sql, kafka",От 3 до 6 лет,Not Specified,Data Engineer,qyzmet,no
c7222934,Data Scientist,"python, fastapi, sql, docker, git, ml, data science, pandas, numpy, scikit-learn, pytorch, tensorflow",От 3 до 6 лет,Высшее образование,Data Scientist,qyzmet,no
7397591e,Data Engineer,"python, sql, postgresql, ml, pandas",От 3 до 6 лет,Not Specified,Data Engineer,qyzmet,no
94f420fe,DevOps Engineer/L2,"mysql, mongodb, redis, kafka, rabbitmq, kubernetes, ci/cd, linux",Более 6 лет,Not Specified,DevOps Engineer,qyzmet,no
0afaf6fd,Middle Machine Learning Engineer – Financial Applications,"python, machine learning, data science, scikit-learn, pytorch",От 3 до 6 лет,Not Specified,Data Scientist,qyzmet,no
971ad92f,Full-Stack Developer (Middle),"java, javascript, go, vue, spring, sql, postgresql, mysql, docker, ci/cd, git",От 3 до 6 лет,Not Specified,Full Stack Developer,qyzmet,no
