job_id,job_title,skills,experience_level,education_level,label,source,is_custom
1977bc14,Data Scientist,"data science, python, pandas, нейросети, pytorch, machine learning",Опыт работы от 3 до 6 лет,Высшее техническое образование,Data Scientist,synthetic_generator,yes
78cb8eae,Data Scientist,"nlp, математика, computer vision, tensorflow, pytorch",Опыт работы от 3 до 6 лет,Среднее специальное образование,Data Scientist,synthetic_generator,yes
ca4821df,Data Scientist,"нейросети, статистика, математика, deep learning, pandas, python, ml, tensorflow",Опыт более 6 лет,Высшее техническое образование,Data Scientist,synthetic_generator,yes
8409f6c3,Data Scientist,"pandas, nlp, python, нейросети, tensorflow, pytorch",Опыт работы от 1 до 3 лет,Высшее техническое образование,Data Scientist,synthetic_generator,yes
abef0714,Data Scientist,"computer vision, pytorch, нейросети, pandas, nlp, deep learning, python, scikit-learn",Опыт работы от 3 до 6 лет,Студент,Data Scientist,synthetic_generator,yes
2cead074,Data Scientist,"pandas, ml, deep learning, математика",Без опыта,Среднее специальное образование,Data Scientist,synthetic_generator,yes
560d3554,Data Scientist,"python, scikit-learn, статистика, нейросети, computer vision, ml",Без опыта,Среднее специальное образование,Data Scientist,synthetic_generator,yes
ff0904d5,Data Scientist,"python, deep learning, data science, tensorflow, machine learning, ml, computer vision, pytorch",Опыт более 6 лет,Высшее образование,Data Scientist,synthetic_generator,yes
5f78024c,Data Scientist,"nlp, ml, tensorflow, python, computer vision, статистика",Опыт работы от 3 до 6 лет,Высшее техническое образование,Data Scientist,synthetic_generator,yes
0b007ca7,Data Scientist,"нейросети, pandas, pytorch, scikit-learn, machine learning, tensorflow",Опыт работы от 3 до 6 лет,Высшее образование,Data Scientist,synthetic_generator,yes
6c4151a6,Data Scientist,"pytorch, нейросети, статистика, data science, pandas, scikit-learn",Опыт более 6 лет,Высшее образование,Data Scientist,synthetic_generator,yes
7aed9c36,Data Scientist,"pytorch, scikit-learn, математика, tensorflow, computer vision",Опыт более 6 лет,Студент,Data Scientist,synthetic_generator,yes
71db29a9,Data Scientist,"data science, статистика, computer vision, математика, ml, nlp, pandas",Опыт более 6 лет,Студент,Data Scientist,synthetic_generator,yes
89a3e36b,Data Scientist,"tensorflow, deep learning, scikit-learn, pytorch, computer vision",Без опыта,Не имеет значения,Data Scientist,synthetic_generator,yes
99bad42e,Data Scientist,"scikit-learn, deep learning, нейросети, data science, computer vision, ml, machine learning",Без опыта,Не имеет значения,Data Scientist,synthetic_generator,yes
f5a4eefe,Data Scientist,"нейросети, data science, статистика, computer vision, scikit-learn, ml, python, tensorflow",Опыт работы от 3 до 6 лет,Среднее специальное образование,Data Scientist,synthetic_generator,yes
4fd17205,Data Scientist,"deep learning, нейросети, scikit-learn, python, статистика, computer vision",Опыт работы от 1 до 3 лет,Не имеет значения,Data Scientist,synthetic_generator,yes
97bba410,Data Scientist,"data science, scikit-learn, machine learning, computer vision, tensorflow, нейросети, pytorch, pandas",Без опыта,Студент,Data Scientist,synthetic_generator,yes
f06a748a,Data Scientist,"scikit-learn, ml, python, pytorch, nlp, tensorflow, deep learning",Опыт работы от 3 до 6 лет,Среднее специальное образование,Data Scientist,synthetic_generator,yes
bfc6715d,Data Scientist,"статистика, nlp, математика, machine learning",Опыт работы от 1 до 3 лет,Не имеет значения,Data Scientist,synthetic_generator,yes
fe6c9f67,Data Scientist,"data science, статистика, deep learning, pandas, computer vision, scikit-learn, python, ml",Опыт более 6 лет,Высшее образование,Data Scientist,synthetic_generator,yes
d693a6a6,Data Scientist,"scikit-learn, deep learning, computer vision, pandas, data science, tensorflow, ml, nlp",Опыт работы от 1 до 3 лет,Высшее образование,Data Scientist,synthetic_generator,yes
72599742,Data Scientist,"scikit-learn, machine learning, нейросети, data science, статистика, pandas",Без опыта,Высшее образование,Data Scientist,synthetic_generator,yes
1a852151,Data Scientist,"data science, математика, нейросети, deep learning, статистика, machine learning, scikit-learn",Опыт работы от 3 до 6 лет,Не имеет значения,Data Scientist,synthetic_generator,yes
c90d3564,Data Scientist,"pytorch, computer vision, tensorflow, data science, pandas",Опыт работы от 1 до 3 лет,Среднее специальное образование,Data Scientist,synthetic_generator,yes
2067126b,Data Scientist,"computer vision, нейросети, data science, deep learning, scikit-learn",Опыт работы от 1 до 3 лет,Высшее техническое образование,Data Scientist,synthetic_generator,yes
e587391a,Data Scientist,"deep learning, python, tensorflow, machine learning",Без опыта,Студент,Data Scientist,synthetic_generator,yes
1b6b4156,Data Scientist,"статистика, pandas, python, deep learning, data science, scikit-learn, computer vision",Опыт более 6 лет,Высшее образование,Data Scientist,synthetic_generator,yes
d4696b22,Data Scientist,"tensorflow, pandas, pytorch, data science, scikit-learn, ml",Без опыта,Студент,Data Scientist,synthetic_generator,yes
d8658c79,Data Scientist,"computer vision, статистика, pandas, tensorflow, nlp, scikit-learn",Опыт работы от 1 до 3 лет,Высшее техническое образование,Data Scientist,synthetic_generator,yes
5a5a6bb7,Data Scientist,"математика, machine learning, ml, pytorch, tensorflow, scikit-learn, статистика",Опыт работы от 3 до 6 лет,Не имеет значения,Data Scientist,synthetic_generator,yes
074b1064,Data Scientist,"математика, tensorflow, data science, scikit-learn, computer vision, python",Опыт работы от 3 до 6 лет,Студент,Data Scientist,synthetic_generator,yes
cec5e174,Data Scientist,"ml, pandas, deep learning, pytorch, нейросети, математика, scikit-learn",Опыт более 6 лет,Студент,Data Scientist,synthetic_generator,yes
0d434229,Data Scientist,"nlp, pytorch, data science, pandas",Опыт работы от 1 до 3 лет,Высшее техническое образование,Data Scientist,synthetic_generator,yes
d556c902,Data Scientist,"математика, nlp, python, deep learning, pandas, scikit-learn, data science, статистика",Без опыта,Высшее техническое образование,Data Scientist,synthetic_generator,yes
bbab409f,Data Scientist,"pytorch, tensorflow, deep learning, математика, ml, nlp, нейросети, machine learning",Опыт работы от 3 до 6 лет,Не имеет значения,Data Scientist,synthetic_generator,yes
ace4f693,Data Scientist,"computer vision, ml, нейросети, nlp, математика",Опыт более 6 лет,Не имеет значения,Data Scientist,synthetic_generator,yes
32bede97,Data Scientist,"ml, scikit-learn, deep learning, tensorflow, nlp, статистика, нейросети, computer vision",Без опыта,Не имеет значения,Data Scientist,synthetic_generator,yes
d3559ff1,Data Scientist,"ml, computer vision, machine learning, tensorflow",Опыт работы от 1 до 3 лет,Не имеет значения,Data Scientist,synthetic_generator,yes
635fbaf8,Data Scientist,"scikit-learn, deep learning, pandas, ml, data science, статистика, математика, python",Без опыта,Не имеет значения,Data Scientist,synthetic_generator,yes
0d045d60,Data Scientist,"ml, python, pandas, scikit-learn, статистика",Опыт работы от 3 до 6 лет,Высшее образование,Data Scientist,synthetic_generator,yes
96c6f086,Data Scientist,"pandas, nlp, scikit-learn, python, нейросети",Опыт работы от 1 до 3 лет,Высшее техническое образование,Data Scientist,synthetic_generator,yes
25e470c2,Data Scientist,"нейросети, deep learning, pandas, computer vision, математика, ml",Опыт более 6 лет,Не имеет значения,Data Scientist,synthetic_generator,yes
afcfb6d7,Data Scientist,"machine learning, pytorch, нейросети, nlp, python, deep learning, pandas",Опыт работы от 1 до 3 лет,Студент,Data Scientist,synthetic_generator,yes
31c8471b,Data Scientist,"ml, pandas, статистика, nlp, deep learning, tensorflow, data science, scikit-learn",Опыт работы от 3 до 6 лет,Высшее образование,Data Scientist,synthetic_generator,yes
0be9cb29,Data Scientist,"computer vision, python, ml, pytorch",Опыт более 6 лет,Высшее образование,Data Scientist,synthetic_generator,yes
5c4c30d8,Data Scientist,"computer vision, статистика, нейросети, deep learning",Опыт более 6 лет,Высшее образование,Data Scientist,synthetic_generator,yes
54d0eb03,Data Scientist,"python, статистика, nlp, нейросети, tensorflow, математика, machine learning, computer vision",Опыт более 6 лет,Высшее техническое образование,Data Scientist,synthetic_generator,yes
3f24961f,Data Scientist,"scikit-learn, machine learning, pandas, python, ml, pytorch, нейросети, nlp",Опыт работы от 1 до 3 лет,Не имеет значения,Data Scientist,synthetic_generator,yes
c16a062a,Data Analyst,"a/b тестирование, excel, google analytics, bi аналитик, power bi, sql",Опыт работы от 1 до 3 лет,Студент,Data Analyst,synthetic_generator,yes
45d87b7e,Data Analyst,"pandas, анализ данных, bi аналитик, tableau, a/b тестирование, аналитик данных",Опыт работы от 1 до 3 лет,Не имеет значения,Data Analyst,synthetic_generator,yes
6509b2d4,Data Analyst,"bi аналитик, data analyst, google analytics, a/b тестирование, power bi, анализ данных",Опыт более 6 лет,Высшее техническое образование,Data Analyst,synthetic_generator,yes
ffd44bee,Data Analyst,"tableau, excel, power bi, pandas, аналитик данных, sql, data analyst, базы данных",Опыт более 6 лет,Среднее специальное образование,Data Analyst,synthetic_generator,yes
ec0a584e,Data Analyst,"базы данных, python, аналитик данных, tableau, bi аналитик, google analytics, анализ данных",Опыт более 6 лет,Студент,Data Analyst,synthetic_generator,yes
561303fb,Data Analyst,"анализ данных, pandas, базы данных, sql, аналитик данных, excel, a/b тестирование, power bi",Опыт работы от 3 до 6 лет,Студент,Data Analyst,synthetic_generator,yes
d778d0bd,Data Analyst,"tableau, sql, power bi, bi аналитик, базы данных",Опыт работы от 3 до 6 лет,Среднее специальное образование,Data Analyst,synthetic_generator,yes
09d17bd3,Data Analyst,"аналитик данных, sql, data analyst, базы данных, a/b тестирование, pandas, анализ данных, google analytics",Без опыта,Не имеет значения,Data Analyst,synthetic_generator,yes
f9ac043c,Data Analyst,"excel, google analytics, аналитик данных, tableau, a/b тестирование, bi аналитик, pandas",Опыт работы от 3 до 6 лет,Высшее техническое образование,Data Analyst,synthetic_generator,yes
0bc3282e,Data Analyst,"python, анализ данных, pandas, excel, a/b тестирование, data analyst",Опыт более 6 лет,Среднее специальное образование,Data Analyst,synthetic_generator,yes
15feac5f,Data Analyst,"a/b тестирование, базы данных, excel, google analytics",Без опыта,Не имеет значения,Data Analyst,synthetic_generator,yes
01a204e2,Data Analyst,"power bi, a/b тестирование, базы данных, data analyst, sql, tableau",Опыт работы от 1 до 3 лет,Высшее образование,Data Analyst,synthetic_generator,yes
2faef84b,Data Analyst,"excel, pandas, sql, a/b тестирование, аналитик данных, tableau",Опыт работы от 3 до 6 лет,Высшее техническое образование,Data Analyst,synthetic_generator,yes
4a48e12c,Data Analyst,"power bi, excel, tableau, bi аналитик",Опыт работы от 3 до 6 лет,Студент,Data Analyst,synthetic_generator,yes
9940c92b,Data Analyst,"базы данных, a/b тестирование, аналитик данных, tableau, pandas, sql, google analytics",Опыт работы от 3 до 6 лет,Студент,Data Analyst,synthetic_generator,yes
efb62f03,Data Analyst,"data analyst, tableau, power bi, аналитик данных, python, excel, pandas",Опыт работы от 3 до 6 лет,Студент,Data Analyst,synthetic_generator,yes
01b9c766,Data Analyst,"bi аналитик, data analyst, pandas, google analytics, аналитик данных, tableau, a/b тестирование, анализ данных",Без опыта,Не имеет значения,Data Analyst,synthetic_generator,yes
447d9a3d,Data Analyst,"excel, sql, bi аналитик, power bi, python, анализ данных, аналитик данных",Опыт работы от 1 до 3 лет,Высшее образование,Data Analyst,synthetic_generator,yes
b89ee18a,Data Analyst,"базы данных, bi аналитик, sql, data analyst",Опыт работы от 1 до 3 лет,Студент,Data Analyst,synthetic_generator,yes
71f5c4b3,Data Analyst,"a/b тестирование, sql, аналитик данных, tableau, pandas, базы данных, google analytics, анализ данных",Опыт работы от 1 до 3 лет,Не имеет значения,Data Analyst,synthetic_generator,yes
714c3467,Data Analyst,"python, bi аналитик, data analyst, анализ данных",Опыт работы от 3 до 6 лет,Среднее специальное образование,Data Analyst,synthetic_generator,yes
1a46298d,Data Analyst,"bi аналитик, анализ данных, базы данных, pandas",Опыт более 6 лет,Среднее специальное образование,Data Analyst,synthetic_generator,yes
d164c04c,Data Analyst,"базы данных, bi аналитик, data analyst, excel, аналитик данных, a/b тестирование",Опыт работы от 3 до 6 лет,Не имеет значения,Data Analyst,synthetic_generator,yes
af28fcc8,Data Analyst,"анализ данных, a/b тестирование, excel, bi аналитик, базы данных",Опыт работы от 3 до 6 лет,Высшее техническое образование,Data Analyst,synthetic_generator,yes
621f77cc,Data Analyst,"bi аналитик, базы данных, excel, sql, python",Опыт более 6 лет,Студент,Data Analyst,synthetic_generator,yes
840ef04c,Data Analyst,"excel, pandas, a/b тестирование, базы данных, bi аналитик, python, аналитик данных, sql",Опыт работы от 1 до 3 лет,Студент,Data Analyst,synthetic_generator,yes
f96bf722,Data Analyst,"bi аналитик, data analyst, a/b тестирование, аналитик данных, python, анализ данных",Опыт более 6 лет,Не имеет значения,Data Analyst,synthetic_generator,yes
1fe15521,Data Analyst,"pandas, sql, базы данных, tableau, bi аналитик, аналитик данных, power bi",Без опыта,Среднее специальное образование,Data Analyst,synthetic_generator,yes
86df38e8,Data Analyst,"excel, sql, data analyst, google analytics, базы данных, a/b тестирование",Без опыта,Не имеет значения,Data Analyst,synthetic_generator,yes
3f476b05,Data Analyst,"pandas, аналитик данных, a/b тестирование, google analytics",Опыт более 6 лет,Студент,Data Analyst,synthetic_generator,yes
fb84e8aa,Data Analyst,"excel, tableau, анализ данных, базы данных, a/b тестирование, аналитик данных, bi аналитик, sql",Опыт работы от 3 до 6 лет,Не имеет значения,Data Analyst,synthetic_generator,yes
41f7eff2,Data Analyst,"a/b тестирование, аналитик данных, pandas, базы данных",Опыт более 6 лет,Высшее техническое образование,Data Analyst,synthetic_generator,yes
acf7bfbf,Data Analyst,"bi аналитик, excel, sql, анализ данных, data analyst, power bi, tableau, базы данных",Опыт работы от 3 до 6 лет,Высшее образование,Data Analyst,synthetic_generator,yes
53d98a52,Data Analyst,"power bi, sql, google analytics, a/b тестирование, data analyst",Опыт работы от 1 до 3 лет,Среднее специальное образование,Data Analyst,synthetic_generator,yes
82b8986b,Data Analyst,"power bi, python, tableau, базы данных, sql, аналитик данных, google analytics",Без опыта,Высшее образование,Data Analyst,synthetic_generator,yes
9ea73c5d,Data Analyst,"pandas, tableau, python, excel, data analyst",Без опыта,Высшее техническое образование,Data Analyst,synthetic_generator,yes
e611fdcb,Data Analyst,"a/b тестирование, sql, data analyst, python, power bi",Опыт работы от 3 до 6 лет,Не имеет значения,Data Analyst,synthetic_generator,yes
8dc3d1eb,Data Analyst,"аналитик данных, анализ данных, google analytics, bi аналитик, sql",Опыт более 6 лет,Не имеет значения,Data Analyst,synthetic_generator,yes
16f60cc0,Data Analyst,"a/b тестирование, sql, bi аналитик, базы данных, анализ данных",Опыт работы от 3 до 6 лет,Высшее техническое образование,Data Analyst,synthetic_generator,yes
ab814be6,Data Analyst,"power bi, python, аналитик данных, sql, data analyst, tableau",Опыт работы от 3 до 6 лет,Высшее образование,Data Analyst,synthetic_generator,yes
373c99f4,Data Analyst,"tableau, sql, excel, bi аналитик, аналитик данных",Опыт работы от 1 до 3 лет,Среднее специальное образование,Data Analyst,synthetic_generator,yes
a50f4970,Data Analyst,"power bi, excel, sql, tableau",Без опыта,Студент,Data Analyst,synthetic_generator,yes
8f90c510,Data Analyst,"bi аналитик, google analytics, power bi, a/b тестирование",Опыт работы от 3 до 6 лет,Не имеет значения,Data Analyst,synthetic_generator,yes
b099745f,Data Analyst,"анализ данных, excel, аналитик данных, tableau",Опыт работы от 3 до 6 лет,Студент,Data Analyst,synthetic_generator,yes
3a8d47d6,Data Analyst,"google analytics, sql, power bi, python, pandas, excel, data analyst, tableau",Опыт работы от 1 до 3 лет,Не имеет значения,Data Analyst,synthetic_generator,yes
13326be7,Data Analyst,"pandas, a/b тестирование, tableau, excel",Опыт более 6 лет,Высшее образование,Data Analyst,synthetic_generator,yes
b4960348,Data Analyst,"sql, tableau, базы данных, python, pandas",Опыт работы от 3 до 6 лет,Высшее техническое образование,Data Analyst,synthetic_generator,yes
54de4617,Data Analyst,"power bi, аналитик данных, google analytics, базы данных, python, tableau",Опыт более 6 лет,Высшее техническое образование,Data Analyst,synthetic_generator,yes
6e3b496a,Data Analyst,"power bi, анализ данных, a/b тестирование, data analyst, sql, pandas",Опыт более 6 лет,Высшее образование,Data Analyst,synthetic_generator,yes
1b2dd183,Data Analyst,"python, excel, a/b тестирование, google analytics",Опыт работы от 1 до 3 лет,Среднее специальное образование,Data Analyst,synthetic_generator,yes
52b1371f,Data Analyst,"python, power bi, sql, a/b тестирование, google analytics, tableau, анализ данных",Опыт более 6 лет,Не имеет значения,Data Analyst,synthetic_generator,yes
7eb034ec,Data Analyst,"базы данных, power bi, google analytics, анализ данных, a/b тестирование, tableau, python",Опыт работы от 1 до 3 лет,Высшее техническое образование,Data Analyst,synthetic_generator,yes
c75a2a79,Data Analyst,"анализ данных, data analyst, sql, a/b тестирование, python, bi аналитик, tableau, google analytics",Опыт работы от 1 до 3 лет,Высшее техническое образование,Data Analyst,synthetic_generator,yes
6eefc93d,Data Analyst,"a/b тестирование, базы данных, excel, аналитик данных, tableau, pandas, google analytics, power bi",Опыт работы от 3 до 6 лет,Высшее техническое образование,Data Analyst,synthetic_generator,yes
b8478fb7,Data Analyst,"pandas, data analyst, power bi, excel, google analytics, a/b тестирование, tableau",Опыт работы от 1 до 3 лет,Среднее специальное образование,Data Analyst,synthetic_generator,yes
f7a087f3,Data Analyst,"a/b тестирование, excel, bi аналитик, анализ данных, sql, google analytics, power bi, tableau",Опыт более 6 лет,Не имеет значения,Data Analyst,synthetic_generator,yes
2592a53e,Data Analyst,"tableau, excel, data analyst, python, a/b тестирование",Опыт работы от 3 до 6 лет,Не имеет значения,Data Analyst,synthetic_generator,yes
8f7a4e32,Data Analyst,"data analyst, аналитик данных, анализ данных, sql, python, a/b тестирование, power bi",Без опыта,Среднее специальное образование,Data Analyst,synthetic_generator,yes
b1786764,Data Analyst,"data analyst, a/b тестирование, базы данных, power bi, pandas, аналитик данных, excel",Опыт более 6 лет,Среднее специальное образование,Data Analyst,synthetic_generator,yes
b2f5d5e6,Data Analyst,"sql, базы данных, a/b тестирование, pandas",Опыт более 6 лет,Среднее специальное образование,Data Analyst,synthetic_generator,yes
3ee4d8f3,Data Analyst,"анализ данных, excel, google analytics, data analyst",Опыт работы от 3 до 6 лет,Не имеет значения,Data Analyst,synthetic_generator,yes
dda4ebaf,Data Analyst,"sql, базы данных, power bi, анализ данных, bi аналитик, pandas",Без опыта,Не имеет значения,Data Analyst,synthetic_generator,yes
6a009862,Data Analyst,"аналитик данных, data analyst, python, excel, базы данных, pandas",Опыт работы от 1 до 3 лет,Среднее специальное образование,Data Analyst,synthetic_generator,yes
603f48c0,Data Analyst,"анализ данных, tableau, excel, bi аналитик, data analyst, базы данных, google analytics",Без опыта,Высшее образование,Data Analyst,synthetic_generator,yes
95adbc47,Data Analyst,"базы данных, power bi, аналитик данных, bi аналитик, анализ данных, python",Опыт работы от 1 до 3 лет,Студент,Data Analyst,synthetic_generator,yes
4800bc2f,Data Analyst,"bi аналитик, tableau, google analytics, a/b тестирование, анализ данных, python, аналитик данных",Без опыта,Среднее специальное образование,Data Analyst,synthetic_generator,yes
290f09ac,Data Analyst,"excel, pandas, bi аналитик, tableau, a/b тестирование, анализ данных, google analytics, power bi",Опыт более 6 лет,Высшее образование,Data Analyst,synthetic_generator,yes
33bab849,Data Analyst,"google analytics, excel, power bi, pandas, аналитик данных, базы данных",Без опыта,Среднее специальное образование,Data Analyst,synthetic_generator,yes
6ae30664,Data Analyst,"pandas, sql, bi аналитик, python, анализ данных, data analyst, базы данных, a/b тестирование",Без опыта,Высшее образование,Data Analyst,synthetic_generator,yes
87221a8a,Data Analyst,"data analyst, pandas, tableau, базы данных, анализ данных, sql, python, аналитик данных",Опыт работы от 1 до 3 лет,Среднее специальное образование,Data Analyst,synthetic_generator,yes
1df2f893,Data Analyst,"sql, a/b тестирование, excel, pandas",Опыт работы от 3 до 6 лет,Среднее специальное образование,Data Analyst,synthetic_generator,yes
a00a1960,Data Analyst,"sql, data analyst, pandas, power bi, a/b тестирование, excel, базы данных",Опыт более 6 лет,Высшее техническое образование,Data Analyst,synthetic_generator,yes
7e9da54b,Data Analyst,"анализ данных, pandas, google analytics, python",Опыт работы от 3 до 6 лет,Высшее образование,Data Analyst,synthetic_generator,yes
f233679e,Data Analyst,"bi аналитик, базы данных, аналитик данных, a/b тестирование, tableau, python, power bi",Опыт работы от 3 до 6 лет,Студент,Data Analyst,synthetic_generator,yes
07877fa5,Data Analyst,"google analytics, pandas, python, excel, tableau, анализ данных, базы данных",Опыт более 6 лет,Высшее техническое образование,Data Analyst,synthetic_generator,yes
769ffe82,Data Analyst,"power bi, data analyst, google analytics, bi аналитик, pandas, a/b тестирование, python, базы данных",Опыт работы от 3 до 6 лет,Не имеет значения,Data Analyst,synthetic_generator,yes
6ec3d8f9,Data Analyst,"анализ данных, python, google analytics, power bi",Опыт работы от 1 до 3 лет,Студент,Data Analyst,synthetic_generator,yes
c5c24714,Data Analyst,"bi аналитик, базы данных, excel, data analyst",Без опыта,Высшее техническое образование,Data Analyst,synthetic_generator,yes
1e52a645,Data Analyst,"power bi, python, pandas, excel, data analyst, tableau, анализ данных",Без опыта,Высшее образование,Data Analyst,synthetic_generator,yes
1f7040b3,Data Analyst,"data analyst, a/b тестирование, pandas, tableau, python, bi аналитик, excel",Опыт более 6 лет,Не имеет значения,Data Analyst,synthetic_generator,yes
c50aca71,Data Engineer,"hadoop, базы данных, sql, data engineer, etl, dwh",Без опыта,Среднее специальное образование,Data Engineer,synthetic_generator,yes
29e06e75,Data Engineer,"spark, hadoop, kubernetes, etl, dwh, airflow",Без опыта,Студент,Data Engineer,synthetic_generator,yes
2ffdf6b8,Data Engineer,"airflow, dwh, etl, базы данных, sql",Опыт более 6 лет,Высшее техническое образование,Data Engineer,synthetic_generator,yes
3cda66d6,Data Engineer,"dwh, postgresql, python, airflow",Опыт работы от 1 до 3 лет,Студент,Data Engineer,synthetic_generator,yes
f4744917,Data Engineer,"инженер данных, docker, kubernetes, spark, dwh, data engineer",Опыт более 6 лет,Не имеет значения,Data Engineer,synthetic_generator,yes
5e15e206,Data Engineer,"dwh, kafka, spark, инженер данных, docker, postgresql, hadoop, etl",Опыт более 6 лет,Среднее специальное образование,Data Engineer,synthetic_generator,yes
b28b84f4,Data Engineer,"python, sql, kafka, data engineer, dwh, airflow",Опыт работы от 1 до 3 лет,Студент,Data Engineer,synthetic_generator,yes
a62b7d53,Data Engineer,"sql, инженер данных, docker, hadoop, spark",Опыт работы от 1 до 3 лет,Высшее техническое образование,Data Engineer,synthetic_generator,yes
0e4f23e5,Data Engineer,"kafka, dwh, kubernetes, etl, python, базы данных, airflow, hadoop",Без опыта,Студент,Data Engineer,synthetic_generator,yes
4a996c98,Data Engineer,"data engineer, airflow, dwh, hadoop, postgresql, docker",Опыт работы от 3 до 6 лет,Среднее специальное образование,Data Engineer,synthetic_generator,yes
f7a46dcf,Data Engineer,"базы данных, инженер данных, etl, python, spark, data engineer",Опыт работы от 3 до 6 лет,Высшее техническое образование,Data Engineer,synthetic_generator,yes
f878fc04,Data Engineer,"sql, kafka, etl, hadoop, airflow, базы данных, инженер данных",Опыт более 6 лет,Высшее образование,Data Engineer,synthetic_generator,yes
22a6d75b,Data Engineer,"python, инженер данных, hadoop, kafka, kubernetes, airflow, dwh",Без опыта,Не имеет значения,Data Engineer,synthetic_generator,yes
9af7bf21,Data Engineer,"python, dwh, kubernetes, spark, sql, postgresql",Опыт работы от 1 до 3 лет,Среднее специальное образование,Data Engineer,synthetic_generator,yes
2dbef4bf,Data Engineer,"kafka, инженер данных, etl, airflow, docker, dwh, базы данных",Опыт более 6 лет,Студент,Data Engineer,synthetic_generator,yes
f1049a7c,Data Engineer,"postgresql, sql, docker, spark, базы данных, kubernetes",Без опыта,Студент,Data Engineer,synthetic_generator,yes
1ad16c66,Data Engineer,"spark, hadoop, python, docker, postgresql",Опыт работы от 3 до 6 лет,Студент,Data Engineer,synthetic_generator,yes
ffe4591f,Data Engineer,"sql, data engineer, dwh, airflow, kubernetes, postgresql",Опыт работы от 1 до 3 лет,Студент,Data Engineer,synthetic_generator,yes
53b49dfa,Data Engineer,"dwh, postgresql, kafka, data engineer, kubernetes, инженер данных, airflow",Опыт работы от 1 до 3 лет,Не имеет значения,Data Engineer,synthetic_generator,yes
a06beb75,Data Engineer,"hadoop, python, postgresql, kafka, dwh, инженер данных, базы данных, sql",Опыт более 6 лет,Высшее техническое образование,Data Engineer,synthetic_generator,yes
4b8feef4,Data Engineer,"инженер данных, kafka, etl, data engineer, dwh, hadoop, kubernetes",Опыт работы от 1 до 3 лет,Высшее образование,Data Engineer,synthetic_generator,yes
508b2a85,Data Engineer,"базы данных, airflow, kafka, kubernetes",Без опыта,Высшее техническое образование,Data Engineer,synthetic_generator,yes
57eb2144,Data Engineer,"docker, dwh, spark, инженер данных, sql, python, postgresql",Опыт работы от 1 до 3 лет,Высшее техническое образование,Data Engineer,synthetic_generator,yes
340cc803,Data Engineer,"etl, python, dwh, airflow, базы данных, docker",Опыт более 6 лет,Студент,Data Engineer,synthetic_generator,yes
645db17b,Data Engineer,"dwh, postgresql, spark, docker, инженер данных",Опыт работы от 3 до 6 лет,Среднее специальное образование,Data Engineer,synthetic_generator,yes
35f46fbe,Data Engineer,"sql, airflow, kubernetes, инженер данных, data engineer, etl, hadoop, dwh",Опыт более 6 лет,Среднее специальное образование,Data Engineer,synthetic_generator,yes
6e701bf3,Data Engineer,"kubernetes, python, инженер данных, docker, data engineer, postgresql",Опыт более 6 лет,Высшее образование,Data Engineer,synthetic_generator,yes
f4a5ba3b,Data Engineer,"postgresql, базы данных, airflow, data engineer, инженер данных, kubernetes, spark",Опыт работы от 1 до 3 лет,Студент,Data Engineer,synthetic_generator,yes
7fd66d01,Data Engineer,"docker, sql, data engineer, базы данных, dwh, kubernetes, airflow",Опыт работы от 3 до 6 лет,Среднее специальное образование,Data Engineer,synthetic_generator,yes
485b0e43,Data Engineer,"postgresql, dwh, spark, etl, базы данных",Опыт более 6 лет,Высшее техническое образование,Data Engineer,synthetic_generator,yes
ab3794ad,Data Engineer,"airflow, dwh, data engineer, etl, инженер данных, spark",Опыт работы от 1 до 3 лет,Студент,Data Engineer,synthetic_generator,yes
930da75d,Data Engineer,"spark, etl, postgresql, docker",Опыт работы от 1 до 3 лет,Высшее техническое образование,Data Engineer,synthetic_generator,yes
4fa68acc,Data Engineer,"airflow, базы данных, spark, data engineer",Опыт работы от 1 до 3 лет,Высшее техническое образование,Data Engineer,synthetic_generator,yes
ce017c47,Data Engineer,"airflow, data engineer, spark, инженер данных",Опыт работы от 1 до 3 лет,Не имеет значения,Data Engineer,synthetic_generator,yes
1a1f2aa3,Data Engineer,"sql, etl, инженер данных, dwh, kubernetes, spark, python",Без опыта,Среднее специальное образование,Data Engineer,synthetic_generator,yes
37d780e4,Data Engineer,"docker, hadoop, python, базы данных, kubernetes, postgresql",Опыт работы от 3 до 6 лет,Среднее специальное образование,Data Engineer,synthetic_generator,yes
dc5a8f4a,Data Engineer,"hadoop, sql, spark, инженер данных, data engineer, kafka",Без опыта,Среднее специальное образование,Data Engineer,synthetic_generator,yes
05c85cec,Data Engineer,"postgresql, kafka, airflow, sql, etl, docker, hadoop, инженер данных",Опыт работы от 1 до 3 лет,Студент,Data Engineer,synthetic_generator,yes
2610cb05,Data Engineer,"docker, sql, postgresql, spark, kubernetes, airflow, python",Опыт более 6 лет,Студент,Data Engineer,synthetic_generator,yes
a9648d5a,Data Engineer,"sql, kubernetes, dwh, spark",Опыт работы от 3 до 6 лет,Среднее специальное образование,Data Engineer,synthetic_generator,yes
f6ad8df3,Data Engineer,"инженер данных, etl, airflow, data engineer, sql, dwh",Без опыта,Студент,Data Engineer,synthetic_generator,yes
88e95956,Data Engineer,"базы данных, sql, kafka, инженер данных, hadoop, dwh, postgresql, docker",Опыт работы от 3 до 6 лет,Высшее образование,Data Engineer,synthetic_generator,yes
